ID,Split,Lesson_Topic,History,Expert_Human_Tutor,Peda_Strategies,LPD,BES,BERT
411065319,train,3.6D.Decomposing Figures,||| teacher: Sounds great. ||| teacher: Use the area formula to find the area of the current patio. ||| teacher: What is the area of the pink rectangle? ||| student: 4 m ||| ,"Hm, not quite",explain_concept,,,
416995031,train,4.2D.Rounding,||| teacher: Here we go through the next question. ||| student: ok ||| teacher: What digit is in the thousands place? ||| student: 8? ||| ,"Great try! 8 is in the hundreds place. Remember that the place value from right to left goes ones, tens, hundreds, thousands.",provide_hint,,,
405560345,train,3.2B.Multiples of Ten,||| teacher: Let me know if you need any help with it. ||| student: it is 20 ||| teacher: What is 3 multiplied by 4? ||| student: 20 ||| ,That is incorrect. Please use your calculator to double check your answer.  ,provide_strategy,,,
296289017,train,3.4A.Subtracting Whole Numbers,||| teacher: You are going well. ||| teacher: Keep going. ||| teacher: Are you still working on this question? ||| student: 160 yes ||| ,"Ah, not quite. Think about it like this. If you have 125 dollars and I take away 85, will you really end up with more money than you started with?",ask_question,,,
293973929,train,4.6B.Symmetry,||| student: idk ||| teacher: We need to find the number of line of symmetry for the given figures. ||| teacher: What is line symmetry? ||| student: that 1 symmetry  line asymmetry ||| ,That's a great try! A line of symmetry cuts a shape into two of the exact same halves.,explain_concept,,,
616671478,train,3.7C.Using Time,||| student: Wait I know ||| teacher: You are doing good on the whiteboard. ||| teacher: What is your final answer? ||| student: 9:15 ||| ,Great try! Can you explain how you got 9:15?,ask_question,,,
4106734113,train,3.4J.Relating Division to Multiplication,"||| teacher: Definitely, you will find the answers. ||| teacher: Please read the question carefully. ||| teacher: Are you working on this question? ||| student: 336 ||| ","Great try! It looks like you multiplied 56 and 7. However, we want to split 56 into 7 groups.",provide_hint,,,
295112914,train,2.8A.2- and 3-Dimensional Shapes,"||| teacher: Are you connected with me in the session? ||| teacher: Please stop drawing on the whiteboard. ||| teacher: Would you tell me ""What is Shapes?"" ||| student: Es una figura que tine lados ||| ","Great! You said ""a figure that has sides"".",affirm_correct_answer,,,
616591233,train,4.6D.Classifying 2D Figures,||| student: ok ||| teacher: That was an impressive work on the whiteboard. ||| teacher: Explain to me why? ||| student: Done ||| ,Great! Look at the number of sides to classify the shape.,provide_strategy,,,
290064215,train,3.4B.Rounding Whole Numbers,||| teacher: I'll help you with this question. ||| teacher: We are asked to round the value to nearest ten. ||| teacher: What is the number is in tens place? ||| student: 2 ||| ,Great try! 2 is actually in the ones place. The next place to the right is the tens place.,explain_concept,,,
296300928,train,5.2A.Place Value,||| student: like that ||| teacher: +1 point for your try. ||| teacher: How many zeros are in a hundred? ||| student: 0 ||| ,Great try! Let's try writing the number one hundred then counting the zeros.,provide_strategy,,,
416999530,train,4.5C.Area,||| teacher: Look at the board. ||| student: okayyy ||| teacher: What is 12+3=? ||| student: the Ar is 13 ||| ,Great try! Let's try adding the ones place first.,simplify_question,,,
410512238,train,5.3K.Adding and Subtracting Decimal Numbers,||| teacher: Excellent work so far! Keep it up! ||| student: done ||| teacher: Is that was your final answer? ||| student: yes? ||| ,Great try! We want to find the difference in heights. How tall is Gerald?,simplify_question,,,
294930537,train,5.2A.Place Value (Review) - 1,||| teacher: Nice going! ||| teacher:  ||| teacher: What would be the final answer? ||| student: 100.0 maybe ||| ,Great try - you're right that the number should get smaller! Try turning 0.001 into a fraction.,provide_strategy,,,
297997625,train,4.4D.Multiplying Multi-Digit by One-Digit Numbers (Review) - 1,||| teacher: Ask any questions you may have along the way. ||| teacher: Please try to answer this question. ||| teacher: Is that your final answer? ||| student: yes ||| ,"Great try! When we multiply, try to think of an array. So 9 rows and 6 columns",provide_strategy,,,
29489325,train,2.8A.2- and 3-Dimensional Shapes (Review) - 1,"||| teacher: Today, we will work on the topic ""2- and 3- Dimensional Shapes."" ||| teacher: Here is our first question. ||| teacher: Would you like me to enable a one-way audio feature so that you could talk with the tutor directly? ||| student: polygon ||| ",Polygon is a large category of shape. Can you be more specific in naming this shape?,ask_question,,,
292787225,train,5.2C.Rounding Decimal Numbers,||| teacher: Good job! Keep going. ||| teacher: Great effort so far! Keep going. ||| teacher: Is 0.22000 your final answer? ||| student: i am done...yes ||| ,"Hmm, not quite. Could you tell me what number is at the ten thousandths place?",explain_concept,,,
289869531,train,4.2A.Place Value,"||| teacher: Are you working on this question? ||| teacher: I can't hear you, Ivan. ||| teacher: Ivan, are you there with me in the session? ||| student: well they both have to 2 but the other one is different because the first two  the other one has 204 ||| ",Great try! How are they different?,ask_question,,,
285616786,train,3.6B.Quadrilaterals,"||| teacher: Parallelograms, rectangles, squares, and rhombuses all have 2 pairs of parallel sides. ||| teacher: A trapezoid is a four sided shape with only 1 pair of parallel sides. ||| teacher: What type of quadrilateral is the pool? ||| student: pentagon ||| ","Hm, not quite. Do you know what a pentagon is?",explain_concept,,,
634827824,train,3.7C.Using Time (Review) - 1,||| teacher: That was a nice try. ||| teacher: Let me help you with the next step. ||| teacher: Please subtract the 5 minutes from 57 minutes. What is 57 minus 5? ||| student: 53 ||| ,You're very close! To check your work you could add 53 to 5 and you should get 57,provide_strategy,,,
295112914,train,2.8A.2- and 3-Dimensional Shapes,"||| teacher: Are you connected with me in the session? ||| teacher: Please stop drawing on the whiteboard. ||| teacher: Would you tell me ""What is Shapes?"" ||| student: Es una figura que tine lados ||| ","Close, but let's add to that definition! A shape is figure that has lines and angles. Can you give me an example of a shape? What's your favorite shape?",explain_concept,,,
416999530,train,4.5C.Area,||| teacher: Look at the board. ||| student: okayyy ||| teacher: What is 12+3=? ||| student: the Ar is 13 ||| ,Let's go step by step. I'm add 12 + 3 because that will give us the entire length of the rectangle.,explain_concept,,,
294856553,train,4.4A.Adding Multi-Digit Numbers,||| teacher: Here is the next question. ||| teacher: Please go ahead and try to answer the question. ||| teacher: What property allows us to write the numbers in any order? ||| student: it is 12237 ||| ,"Great try! When you add, remember you have to carry the tens place.",provide_hint,,,
295002638,train,5.3B.Word Problems with Standard Measurement,"||| teacher: We will multiply because we are converting from hours to minutes. ||| teacher: Now, we need to find the sum of the total number of minutes. ||| teacher: Do you understand that steps? ||| student: yes ||| ",What's the sum of the total number of minutes?,ask_question,,,
291642182,train,5.3K.Decimal Numbers,||| teacher: Here is your next question. ||| teacher: Go ahead. ||| teacher: Is that your final answer? ||| student: no mam ||| ,"Let's try another example. Put these number in order from greatest to least. {2.39, 2.91, 2.3, 2.01}",provide_similar_problem,,,
401447014,train,5.1C.Multiplying Whole Numbers,"||| teacher: No worries. ||| student: this is how i do it and  i dont know a lot of other ways ||| teacher: I can understand. Can you let me know the final answer? ||| student: 63,968 ||| ","Ok that's a great try. Let's work through this. When you multiply two numbers, remember that you need to carry the tens place. So, instead of writing 68, you'll want to carry the 6",explain_concept,,,
285615634,train,4.5A.Geometric Lines,||| teacher: Now we need to find the total number of right angles. ||| student: ok ||| teacher: What is the sum of 2+0+1+1? ||| student: 3 ||| ,Great try! Can you try again? It looks like you have an adding error,ask_question,,,
296362341,train,3.1G.Shapes and Area,||| teacher: Please have a look at the steps on the board. ||| student: okay ||| teacher: What is the value of 4 times 4? ||| student: 12 ||| ,Great try! Try to think of 4 groups of 4. How many total would you have?,provide_strategy,,,
2856167175,train,3.6B.Quadrilaterals,||| teacher: Please solve the problem. ||| student: done ||| teacher: Is that your answer? ||| student: yes ||| ,"Hm, not quite. In order for a shape to be a quadrilateral, it must not only have 4 sides, but it must be closed",explain_concept,,,
414509655,train,5.2A.Place Value,"||| student: okay. ||| teacher: From the farthest right place value all the way up to the right of the 1, there are 4 jumps.  So, the exponent would be 10^4. ||| teacher: Did you get it? ||| student: yea kinda. ||| ",Ah ok. Which part are you having trouble with?,provide_correction,,,
298950839,train,1.3B.Addition & Subtraction Properties (Review) - 1,||| teacher: We break them into 50+4+10+1. ||| teacher: The numbers can be added in any order. ||| teacher: What is 50+4+10+1? ||| student: 63 ||| ,"You're close! 50+10 is 60. If you also add the 4 and the 1 to 60, what do you get?",simplify_question,,,
616506089,train,4.6D.Classifying 2D Figures,"||| teacher: When we look at the number of sides, we will see that our shape has 6 sides. ||| teacher: That's the way! ||| teacher: What is the number of sides in group 2? ||| student: 2 ||| ",Let's recheck your answer. Count up the sides again.,provide_strategy,,,
296362576,train,2.8A.2- and 3-Dimensional Shapes,||| student: 6 ||| teacher: Excellent answer! ||| teacher: Do you know the name of the shape? ||| student: pollygon ||| ,You're on the right track! Can you be a little more specific? What type of polygon?,ask_question,,,
616505623,train,4.6D.Classifying 2D Figures,||| teacher: Plus 1 point. ||| teacher: A quadrilateral is a shape with four sides. ||| teacher: What is a rectangle? ||| student: a shape with 4 sides ||| ,You are correct that a rectangle has 4 sides! Are there any other special characteristics of a rectangle?,affirm_correct_answer,,,
413906772,train,4.4A.Subtracting Multi-Digit Numbers,"||| student: soory ||| teacher: It's okay, [STUDENT]. ||| teacher: Is this your final answer, [STUDENT]? ||| student: yes ||| ","You're really close! I can see from your work you are really understanding the concept, you just made a tiny mistake. Can you try to find it?",ask_question,,,
4144916113,train,5.2C.Rounding Decimal Numbers,||| teacher: Give it your best shot! ||| student: did i get it right ||| teacher: What is your answer? ||| student: tenth in the first5 box and the next one is 0.4 ||| ,"Hm, not quite. We know that the tenths place value is the first one right of the decimal. What's the first number to the right of the decimal?",ask_question,,,
42888199,train,4.9A.Bar Graphs,"||| student: ok ||| teacher: Since today is your first tutoring session, I want you to have a chance to practice the virtual classroom and its tools. ||| teacher: Are you aware of whiteboard tools? ||| student: yes ||| ",Great! Please use your whiteboard to show me the answer to 4 times 5.,ask_question,,,
425765659,train,3.1G.Shapes and Area (Review) - 1,"||| student: yes ||| teacher: Great. ||| teacher: So, what is your final answer? ||| student: 2 ||| ","Great try, but that is not correct. Can you please explain how you got 2?",ask_question,,,
613666814,train,4.5C.Perimeter (Review) - 1,||| teacher: Is that your final answer? ||| student: 16 ||| teacher: Is that your final answer? ||| student: 16 ||| ,Are you sure you remembered to add all the sides when you found the perimeter?,ask_question,,,
631599339,val,3.8B.Pictographs,||| teacher: Add together all the glasses in the pictograph. ||| teacher: Figure out how many glasses Ayako drank each day. ||| teacher: What is your final answer? ||| student: 30 ||| ,That is so close! Can you double-check your work?,ask_question,explain_concept,ask_question,
413906772,val,4.4A.Subtracting Multi-Digit Numbers,"||| student: soory ||| teacher: It's okay, [STUDENT]. ||| teacher: Is this your final answer, [STUDENT]? ||| student: yes ||| ","When we subtract 9 from 5, we need to borrow from the number to the left of the 5. So the 3 becomes a 2.",provide_hint,affirm_correct_answer,ask_question,
429475560,val,4.5C.Area,"||| teacher: Excellent! ||| teacher: A = l x w, A stands for area, l stands for length, and w stands for width. ||| teacher: What is the length of this rectangle? ||| student: 24 ||| ",Great job! What is the width?,affirm_correct_answer,provide_correction,ask_question,
616506089,val,4.6D.Classifying 2D Figures,"||| teacher: When we look at the number of sides, we will see that our shape has 6 sides. ||| teacher: That's the way! ||| teacher: What is the number of sides in group 2? ||| student: 2 ||| ",Good try! Let's try to count the number of sides and points in each of the shape,provide_strategy,provide_hint,ask_question,
287918527,val,3.4B.Rounding Whole Numbers,"||| teacher: Let's get started. ||| teacher: We have to round 2,458 to the nearest hundred. ||| teacher: Is that your final answer? ||| student: yes ||| ",Good try! But your answer is incorrect - since we want to round to the hundred we should look at the hundreds place. Can you tell me what number is in the hundreds place?,ask_question,ask_question,explain_concept,
410660032,val,3.3F.Understanding Equivalent Fractions,||| teacher: I was facing some technical issues. ||| student:  !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! ||| teacher: Is your final answer 1/5 < 1/2? ||| student: yes!!!!!!! ||| ,Great job that is correct!,affirm_correct_answer,ask_question,explain_concept,
287916739,val,3.4B.Rounding Whole Numbers,||| teacher: The 100s position is underlined in blue. ||| teacher: We are asked to round the value 1551 to the nearest 100. ||| teacher: The 5 in the hundreds column should ROUND UP to which number? ||| student: 1500 ||| ,"Hmm, not quite. Do you know when we're supposed to round up and when we're supposed to round down?",ask_question,ask_question,ask_question,
640470641,val,5.2A.Place Value,"||| teacher: Go through the question once. ||| teacher: In this question, we need to find the value of the number 10 to the exponent 5. ||| teacher: Would you like to give this question a try? ||| student: is it 10.05?? ||| ","If a number has an exponent, it means we multiply that number by itself. 10 is being multiplied by itself 5 times. How would you write 10 being multipled by itself 5 times?",explain_concept,simplify_question,ask_question,
410470380,val,5.3A.Multi-Digit Division with Two-Digit Divisors,||| teacher: Have a look at the whiteboard. ||| student: alright ||| teacher: How many times does 15 go into 45? ||| student: 1 ||| ,"Let's try to solve this problem together. There are 3 groups of 15 that go into 45. We check our answers by multiplying 15 times 3, which is 45. Do you understand?",explain_concept,provide_hint,ask_question,
405560315,val,3.2B.Multiples of Ten,"||| teacher: Let's move on to the question. ||| teacher: In this question, we need to find how many total legos are in the bag. ||| teacher: How many bags does max have? ||| student: 13 ||| ","We find the total number of bags by multiplying. If there are 2 bags and each bag has 10 legos, how many legos are in the 2 bags?",provide_similar_problem,provide_strategy,ask_question,
293975851,val,4.6B.Symmetry,"||| teacher: When looking at symmetry, we have to look at the overall shape, but also the design within the shape. ||| teacher: We can see that this shape is a line of symmetry alongeach diagonal line. ||| teacher: Where is the line of symmetry in drawing #2? ||| student: like a kite. ||| ",You're correct that the shape is a kite! Where would it's line of symmetry be?,encourage_student,ask_question,ask_question,
405468622,val,3.1A.Bar Graphs,||| teacher: How can we write and solve an addition problem to determine how many total students voted for their favorite color? ||| student: wait i now the total ||| teacher: What is the total? ||| student: i got wrong i got 98 ||| ,"Great try! Let's talk about how to read the graph. If one bar has 12, one has 20, and one has 7 you can add those to get the total number of students who voted.",provide_strategy,encourage_student,ask_question,
414509655,val,5.2A.Place Value,"||| student: okay. ||| teacher: From the farthest right place value all the way up to the right of the 1, there are 4 jumps.  So, the exponent would be 10^4. ||| teacher: Did you get it? ||| student: yea kinda. ||| ",Great - would you mind explaining so I can make sure you understand?,ask_question,provide_similar_problem,ask_question,
296365450,val,4.4E.Multiplication and Division Word Problems,"||| teacher: Now, let's move on to next question. ||| teacher: Please don't erase any content from the whiteboard. ||| teacher: Which operation do we need to perform to solve this question? ||| student: divieson ||| ",Why do you think it's division?,ask_question,ask_question,ask_question,
2976728100,val,2.2A.Place Value,||| student: ok ||| student: ok ||| teacher: Is that your final answer? ||| student: yes ||| ,What was the first step you took to get the answer? Can you show me on the whiteboard?,ask_question,ask_question,ask_question,
637780813,val,5.4H.Volume of Composite Rectangular Prisms (Review) - 2,||| teacher: Volume = Length * Width * height. ||| teacher: We are substituting the values in the formula. ||| teacher: What is the value of 5 * 2 * 4? ||| student: 6 ||| ,"Ah, not quite. Could you tell me how you got 6?",provide_strategy,ask_question,ask_question,
296242951,val,6.7B.Vocabulary of Algebra,||| student: 6-y ||| student: ? ||| teacher: Is this your final answer? ||| student: no i mean x (x-3) + 5x ||| ,"In arithmetic, the x means multiplication, but in algebra, the x represents a variable",explain_concept,ask_question,ask_question,
410457559,val,5.3K.Multipying Mixed Numbers,"||| student: yes ||| teacher: The width will be 2, so we will need to equal parts across the other side. ||| teacher: What is your final answer? ||| student: its 1/2 ||| ",Can you show on the whiteboard how you got that?,ask_question,explain_concept,ask_question,
291637826,val,A2.7D.Factoring Polynomials,||| teacher: The GCF is the variable 'b' as each term shares this factor. ||| teacher: Determine if the terms share a GCT and factor it out. ||| teacher: What is the constant term? ||| student: a ||| ,"Ah, not quite. Constant just means the number that doesn't have a letter after it.",explain_concept,explain_concept,ask_question,
296403768,val,5.3C.Multi-Digit Division with Two-Digit Divisors,"||| teacher: The value of 22 times 4 is 88. ||| teacher: Next, we have to subtract the value of 103 - 88. ||| teacher: What is the value of 103 - 88? ||| student: 4 ||| ","Ah, no that's not it. Since we're focused on learning long division, it's ok to use your calculator for the subtraction part",provide_strategy,ask_question,ask_question,
291596942,val,5.3C.Multi-Digit Division with Two-Digit Divisors,||| teacher: What times 13 gives us 39? ||| student: ok ||| teacher: What is the value of 13 times 3? ||| student: 19 ||| ,Great try! Remember that with multiplication you cannot just multiply the tens digit and the ones digit.,provide_hint,provide_hint,ask_question,
424719137,val,7.RP.2a.Proportional Relationship Graphs (Review) - 1.,||| teacher: Do you understand what I did? ||| student: a little bit ||| teacher: Do you have any questions so far? ||| student: no ||| ,"Ok great, let's try another problem!",encourage_student,ask_question,ask_question,
292806733,val,2.9A.Measuring Length,"||| teacher: Yes correct . ||| teacher: The other end of the crayon is at 4, which means the other end of the crayon      is at 4 centimeters. ||| teacher: What is the value of                 4 centimeters  - 0 centimeters ? ||| student: 40 ||| ","Hm, not quite. Our goal is to figure out how long the crayon is. Do you know how long the crayon is?",simplify_question,ask_question,explain_concept,
296337636,val,2.9F.Area by Counting,||| teacher: Let me know if you need any help along. ||| teacher: Read the question carefully. ||| teacher: Is that your final answer? ||| student: yes ||| ,Great try! When we find area we can count the total number of boxes. How many total boxes are within the rectangle?,provide_strategy,explain_concept,ask_question,
2950057118,val,5.2A.Decimal Numbers,||| teacher: Excellent work! Plus 1 point. ||| teacher: Here comes the question. ||| teacher: Is that your final answer? ||| student: 0.8 ||| ,"You are close! You want to write ""eight hundredths"", but you wrote ""eight tenths""",provide_correction,explain_concept,ask_question,
292827169,val,4.2C.Multiplicative Comparisons,||| teacher: Correct answer. ||| student: oh ||| teacher: What is the product of 9 and 8? ||| student: 17 ||| ,"Ah, not quite. Product just means the result of a multiplication question. In other words, what's 9 x 8?",simplify_question,provide_correction,explain_concept,
411065319,val,3.6D.Decomposing Figures,||| teacher: Sounds great. ||| teacher: Use the area formula to find the area of the current patio. ||| teacher: What is the area of the pink rectangle? ||| student: 4 m ||| ,"To find the area, we would multiply the length times width. What is the length?",explain_concept,ask_question,ask_question,
429045438,val,5.4G.Volume of Rectangular Prisms (Review) - 2,||| teacher: Good start. ||| student: the answer is 28 ||| teacher: Is that your final answer? ||| student: yes ||| ,Great start! Can you explain how you got 28?,ask_question,explain_concept,ask_question,
292756129,val,4.3E.Comparing Whole Numbers,"||| teacher: You can to it! ||| teacher: 1 is the first smallest digit in the number 3591. ||| teacher: Which is the next smallest digit in 3591 other than 1? ||| student: 9 cause its 10 and 3 is 1,000 and 5 is 100 ||| ","Ah yeah, I see what you mean. Sorry, I should've been more precise.",simplify_question,provide_hint,ask_question,
640470641,val,5.2A.Place Value,"||| teacher: Go through the question once. ||| teacher: In this question, we need to find the value of the number 10 to the exponent 5. ||| teacher: Would you like to give this question a try? ||| student: is it 10.05?? ||| ","Great try! an exponent of 5 means that you will multiply the base number by itself that many times. So, 10 to the exponent 5 would be 10x10x10x10x10",provide_strategy,ask_question,ask_question,
413867740,val,4.3E.Adding and Subtracting Fractions,||| teacher: Excellent work so far! Keep it up! ||| teacher: Please recheck the answer. ||| teacher: Are you still on the computer? ||| student: yes im right what are you talking about ||| ,"Yes, your numerator is correct! However, remember that when we're adding fractions with the same denominator, we keep the denominator the same - we don't add the denominators.",provide_hint,provide_hint,ask_question,
292856234,val,8.5G.Intro to Functions,||| teacher: The x's count by twos and the y's count by 6's. ||| teacher: Look for a pattern on this part of the chart only to help you with this question. ||| teacher: Why does the given chart have the five in the x column when it is counting by two's before that? ||| student: 23 ||| ,How did you get that?,ask_question,ask_question,ask_question,
4055603103,val,3.2B.Multiples of Ten,||| teacher: Is that your final answer? ||| student: no\\ ||| teacher: What is the final answer? ||| student: nhw ||| ,Can you give me a number that is a multiple of 10?,ask_question,ask_question,ask_question,
614271245,val,5.1A.Multiplying Whole Numbers,"||| student: yay ||| teacher: Next, we have to find the value of 6 times 9 + 2. ||| teacher: What is the value of 6 times 9 + 2? ||| student: 99 ||| ",Great try! What was your first step?,ask_question,affirm_correct_answer,ask_question,
637779512,val,5.2B.Comparing Decimal Numbers,||| teacher: '<' is the lesser than symbol. 7.09 is less than(<) 7.90. ||| teacher: Did you understand what i did on the whiteboard ? ||| teacher: Are you there in the session? ||| student: ya ||| ,Is this statement true or false? 8.05 > 8.50 ,ask_question,encourage_student,ask_question,
632146541,val,5.7A.Line Plots with Fractions (Review) - 2,||| teacher: Please recheck your answer. ||| student: 3/4 + 1/4 =4/4 ||| teacher: 1/8+2/4+6/8+2/2+5/8 = ? ||| student: 16/8 ||| ,"Great try! Remember that you need common denominators when you add fractions. What is the common denominator between 8, 4, and 2?",explain_concept,provide_similar_problem,ask_question,
429475560,val,4.5C.Area,"||| teacher: Excellent! ||| teacher: A = l x w, A stands for area, l stands for length, and w stands for width. ||| teacher: What is the length of this rectangle? ||| student: 24 ||| ",Usually for length we choose the longer side. 24 would be the width.,explain_concept,ask_question,ask_question,
292850592,val,4.4G.Estimation,||| student: 200 ||| teacher: Okay [STUDENT]. ||| teacher: Is it 200? ||| student: yes ||| ,Close! You do not need to subtract 1 from the hundreds place value.,explain_concept,ask_question,ask_question,
411343921,val,3.6C.Unit Squares (Review) - 1,"||| student: i dont know ||| teacher: This image has 4 halves.  If two halves make a whole, 2 wholes do make 4 halves. ||| teacher: Do you understand? ||| student: ammmmmmmmmm a littal ||| ","If we have 5 wholes, how many halves is that?",ask_question,provide_strategy,ask_question,
296362514,val,2.8A.2- and 3-Dimensional Shapes,||| teacher: This is our first question. ||| student: ok ||| teacher: What is meant by 2D shape? ||| student: like its flat ||| ,Great try! Can you explain what you mean by flat?,ask_question,explain_concept,ask_question,
291596942,val,5.3C.Multi-Digit Division with Two-Digit Divisors,||| teacher: What times 13 gives us 39? ||| student: ok ||| teacher: What is the value of 13 times 3? ||| student: 19 ||| ,"I see your thinking, 3x3 is 9 but when we have multiple digits multiplication works a little differently",provide_similar_problem,ask_question,ask_question,
411065370,val,3.6D.Decomposing Figures,||| student: es 28 ||| teacher: Recheck your work once again. ||| teacher: Do you need any help with it? ||| student: 'es 37 ||| ,"Hm, not quite. We need to break up the this shape into two smaller shapes",provide_strategy,explain_concept,ask_question,
299011554,val,6.2E.Dividing Fractions,"||| teacher: Sounds good. ||| teacher: When dividing with fractions, the whole number must be changed into a fraction. ||| teacher: How can the problem be written changing 20 to a fraction? ||| student: 20 over 100 ||| ",Great try. When we want to change a whole number into a fraction we do not want to change it's value.,provide_hint,ask_question,explain_concept,
296378893,val,4.1C.Estimation (Review) - 1,||| student: b ||| teacher: Try to solve it quickly. ||| teacher: Is that your answer? ||| student: yes ||| ,Great try! We want to estimate the total number of balloons in the two groups. How many balloons do you estimate in 1?,provide_strategy,simplify_question,ask_question,
405468635,val,3.1A.Bar Graphs,||| student: okay ||| teacher: Identify the least and most favorite colors. ||| teacher: What is the least favorite color? ||| student: yellow ||| ,Great try - why did you choose yellow?,ask_question,ask_question,ask_question,
411460689,val,7.4D.Percent Change,||| teacher: Plus 3 points added to your scoreboard. ||| teacher: Please give this question a try. ||| teacher: Is that your final answer? ||| student: yes ||| ,That is not correct. Percent change formula is the new price minus the original price. Then divide that value by the original price. What is the new price?,explain_concept,provide_strategy,ask_question,
40547467,val,4.1C.Estimation,"||| teacher: Yes, [STUDENT]. ||| teacher: Today, we are going to work on the topic ""Estimation."" ||| teacher: What do you know about place value? ||| student: 893 ||| ",What place is the 8 in the number 893?,ask_question,ask_question,ask_question,
2850095108,val,2.4B.Addition and Subtraction Within 100,||| student: no ||| teacher: Here is the next question. ||| teacher: Would you like to give it a try? ||| student: it is 68 ||| ,Great try! Can you please explain how you got 68?,ask_question,explain_concept,ask_question,
296300928,val,5.2A.Place Value,||| student: like that ||| teacher: +1 point for your try. ||| teacher: How many zeros are in a hundred? ||| student: 0 ||| ,"Let's review place value. In the number 672, the 6 digit is in the hundreds place, representing 600. 7 is in the tens place and 2 is in the ones place.",explain_concept,provide_hint,explain_concept,
4247410101,val,7.NS.1b.Adding Rational Numbers,||| teacher: Please go ahead and read the question carefully. ||| teacher: Please share the answer. ||| teacher: Are you there? ||| student: aiden and adiel and eliesn and jeremah ***** ||| ,Great try! But what operation will we use?,ask_question,ask_question,ask_question,
292875598,val,5.1A.Multiplying Whole Numbers,||| student: ssssssssssooooorrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrryyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy ||| teacher: What is the value of the length of the square? ||| teacher: Are you working on this question? ||| student: rectangle area = length    width ||| ,You are correct that you find area by multiplying length and width. But what is the value of the length?,ask_question,encourage_student,ask_question,
298923174,val,3.3F.Understanding Equivalent Fractions (Review) - 1,"||| teacher: Go ahead, try it your best shot. ||| teacher: This is a very good start. ||| teacher: Is this your final answer? ||| student: yes ||| ","Hmm, not quite",explain_concept,provide_correction,ask_question,
612872221,val,4.4D.Multiplying Multi-Digit by One-Digit Numbers,||| teacher: Are you familiar with multiplying multi-digit numbers by one-digit numbers? ||| student: yes ||| teacher: The first step is to multiply the bottom number which is 9 by the ones place of the number at the top. What is 9 times 8? ||| student: 81 ||| ,Close. 9 x 9 is 81. Could you try 9 x 8 again?,provide_correction,affirm_correct_answer,ask_question,
405458282,val,2.2A.Place Value,||| teacher: Give it your best shot! ||| teacher: Go through the question carefully. ||| teacher: Is that your final answer? ||| student: D 400 40 4 ||| ,"Hmm, not quite. Could you let me know why you picked D?",ask_question,simplify_question,ask_question,
398148667,val,3.4H.Understanding Division (Review) - 2,"||| teacher: Please go ahead. ||| teacher: Give it a shot. ||| teacher: Before we end the session, is there anything else I can help you with? ||| student: No ||| ",Great - have a great day!,encourage_student,provide_hint,ask_question,
429045438,val,5.4G.Volume of Rectangular Prisms (Review) - 2,||| teacher: Good start. ||| student: the answer is 28 ||| teacher: Is that your final answer? ||| student: yes ||| ,Let's review this problem again. What is the volume of the rectangular prism? ,ask_question,affirm_correct_answer,ask_question,
285616786,val,3.6B.Quadrilaterals,"||| teacher: Parallelograms, rectangles, squares, and rhombuses all have 2 pairs of parallel sides. ||| teacher: A trapezoid is a four sided shape with only 1 pair of parallel sides. ||| teacher: What type of quadrilateral is the pool? ||| student: pentagon ||| ",A pentagon has five sides so that would not be the correct answer. Does the shape have one pair of parallel sides?,ask_question,ask_question,ask_question,
292882190,val,3.4D.Understanding Multiplication,||| teacher: What would be the value of 4 times 6? ||| teacher: Please let me know if you need any help with. ||| teacher: Do you want me to explain this step? ||| student: if i haf 3 in 1 bag but  he  ole hav 4 bag ma be he cod hav      1 in het bag ||| ,"Yes, he has 4 bags. We're trying to find how many total marbles he has",simplify_question,ask_question,ask_question,
257044842,val,5.4B.Solving with Order of Operations,"||| teacher: The value of 10+4 is 14. ||| teacher: Therefore, the final answer is 14. ||| teacher: Do you understand what I did? ||| student: yes ||| ",I would like you to work another problem. What is the value of 10 + 9?,provide_similar_problem,ask_question,ask_question,
407905356,val,3.4A.Understanding Multiplication,||| teacher: The first factor in our multiplication problem is 7. ||| student: it is 147 ||| teacher: How many total bears do you count in our array? ||| student: 147 ||| ,"Let's look at a similar problem. If you have 2 boxes and each box has 3 toys in it, how many total toys do you have?",provide_similar_problem,ask_question,ask_question,
632146347,val,5.5A.Graphing on a Coordinate Grid,"||| teacher: Would you like to give it a try? ||| student: 3,2 ||| teacher: Is this your final answer? ||| student: yes maam ||| ",Good try but let's look at the problem again. How many spaces is the point from the origin? Let's put our finger on the grid and count.,provide_strategy,explain_concept,ask_question,
