ID,Split,Lesson_Topic,History,Expert_Human_Tutor,Peda_Strategies,LPD,LPD_Probabilities,BES,BES_Probabilities,BERT,BERT_Probabilities
411065319,train,3.6D.Decomposing Figures,||| teacher: Sounds great. ||| teacher: Use the area formula to find the area of the current patio. ||| teacher: What is the area of the pink rectangle? ||| student: 4 m ||| ,"Hm, not quite",explain_concept,,,,,,
401280966,test,3.3B.Fractions on a Number Line (Review) - 1,||| student: i'm lucky to have a teacher like you ||| teacher: Go ahead and start solving your next question. ||| teacher: Is that your final answer? ||| student: yes ||| ,"Great try! You are close, just not quite there. If the number is 5/2 you want to think about what two whole numbers the fraction is between. Is 5/2 greater than 1?",provide_strategy,provide_similar_problem,"{'affirm_correct_answer': 0.042505592841163314, 'ask_question': 0.3333333333333333, 'encourage_student': 0.03803131991051454, 'explain_concept': 0.2214765100671141, 'provide_correction': 0.04697986577181208, 'provide_hint': 0.1029082774049217, 'provide_similar_problem': 0.053691275167785234, 'provide_strategy': 0.0894854586129754, 'simplify_question': 0.07158836689038031}",ask_question,"{'affirm_correct_answer': 0.061218288709650695, 'ask_question': 0.3596028156911435, 'encourage_student': 0.0, 'explain_concept': 0.5005187136658981, 'provide_correction': 0.0, 'provide_hint': 0.0, 'provide_similar_problem': 0.0, 'provide_strategy': 0.0, 'simplify_question': 0.07866018193330779}",ask_question,"{'affirm_correct_answer': 0.005128558, 'ask_question': 0.9440926, 'encourage_student': 0.002334227, 'explain_concept': 0.004022366, 'provide_correction': 0.0054049576, 'provide_hint': 0.0077798814, 'provide_similar_problem': 0.0020289624, 'provide_strategy': 0.027210947, 'simplify_question': 0.0019976024}"
297995043,test,3.4B.Rounding Whole Numbers,"||| teacher: Let us move to the next question. ||| student: ok ||| teacher: When rounding to the nearest 100, what numbers will be in the 10s and units digit positions? ||| student: 51 ||| ","That was a good try, but that answer is not correct. When we look at the number 329, the 2 is in the tens place and the 9 is in the ones place. Do you understand? ",provide_similar_problem,ask_question,"{'affirm_correct_answer': 0.042505592841163314, 'ask_question': 0.3333333333333333, 'encourage_student': 0.03803131991051454, 'explain_concept': 0.2214765100671141, 'provide_correction': 0.04697986577181208, 'provide_hint': 0.1029082774049217, 'provide_similar_problem': 0.053691275167785234, 'provide_strategy': 0.0894854586129754, 'simplify_question': 0.07158836689038031}",ask_question,"{'affirm_correct_answer': 0.0, 'ask_question': 0.41128920079773895, 'encourage_student': 0.0, 'explain_concept': 0.284804700158794, 'provide_correction': 0.0, 'provide_hint': 0.13103436860345624, 'provide_similar_problem': 0.0, 'provide_strategy': 0.0, 'simplify_question': 0.17287173044001078}",ask_question,"{'affirm_correct_answer': 0.012063442, 'ask_question': 0.0046859183, 'encourage_student': 0.0074510337, 'explain_concept': 0.039949596, 'provide_correction': 0.014137569, 'provide_hint': 0.010968349, 'provide_similar_problem': 0.8656706, 'provide_strategy': 0.036247257, 'simplify_question': 0.008826198}"
292856234,test,8.5G.Intro to Functions,||| teacher: The x's count by twos and the y's count by 6's. ||| teacher: Look for a pattern on this part of the chart only to help you with this question. ||| teacher: Why does the given chart have the five in the x column when it is counting by two's before that? ||| student: 23 ||| ,Great try! Let's look at the pattern without the 5.,provide_strategy,ask_question,"{'affirm_correct_answer': 0.042505592841163314, 'ask_question': 0.3333333333333333, 'encourage_student': 0.03803131991051454, 'explain_concept': 0.2214765100671141, 'provide_correction': 0.04697986577181208, 'provide_hint': 0.1029082774049217, 'provide_similar_problem': 0.053691275167785234, 'provide_strategy': 0.0894854586129754, 'simplify_question': 0.07158836689038031}",ask_question,"{'affirm_correct_answer': 0.0, 'ask_question': 0.7864123733042797, 'encourage_student': 0.0, 'explain_concept': 0.13578573456888365, 'provide_correction': 0.0, 'provide_hint': 0.07780189212683666, 'provide_similar_problem': 0.0, 'provide_strategy': 0.0, 'simplify_question': 0.0}",ask_question,"{'affirm_correct_answer': 0.0045770826, 'ask_question': 0.009523865, 'encourage_student': 0.0019887807, 'explain_concept': 0.050779004, 'provide_correction': 0.03679959, 'provide_hint': 0.10928522, 'provide_similar_problem': 0.017466877, 'provide_strategy': 0.76454663, 'simplify_question': 0.0050329543}"
292809230,test,4.6B.Symmetry,||| student: you can put more than one line through the square ||| student: actaully only number three is it ||| teacher: Can you mention the picture number? ||| student: 3 ||| ,"You're right in that picture 3 has a line of symmetry, but the question is asking for the image with all lines of symmetry drawn through the square. ",provide_hint,explain_concept,"{'affirm_correct_answer': 0.042505592841163314, 'ask_question': 0.3333333333333333, 'encourage_student': 0.03803131991051454, 'explain_concept': 0.2214765100671141, 'provide_correction': 0.04697986577181208, 'provide_hint': 0.1029082774049217, 'provide_similar_problem': 0.053691275167785234, 'provide_strategy': 0.0894854586129754, 'simplify_question': 0.07158836689038031}",ask_question,"{'affirm_correct_answer': 0.0, 'ask_question': 0.6634703657856823, 'encourage_student': 0.0, 'explain_concept': 0.33652963421431775, 'provide_correction': 0.0, 'provide_hint': 0.0, 'provide_similar_problem': 0.0, 'provide_strategy': 0.0, 'simplify_question': 0.0}",ask_question,"{'affirm_correct_answer': 0.05041113, 'ask_question': 0.20176084, 'encourage_student': 0.010674111, 'explain_concept': 0.010341236, 'provide_correction': 0.16279787, 'provide_hint': 0.50318134, 'provide_similar_problem': 0.00644378, 'provide_strategy': 0.051743776, 'simplify_question': 0.0026458388}"
292745296,test,1.2C.Place Value (Review) - 1,||| teacher: Give it your best shot! ||| student: 900 ||| teacher: Is this your final answer? ||| student: yes ||| ,"You're very close. This question is asking what number is in the hundreds place. In other words, we're looking for a single digit",provide_correction,ask_question,"{'affirm_correct_answer': 0.042505592841163314, 'ask_question': 0.3333333333333333, 'encourage_student': 0.03803131991051454, 'explain_concept': 0.2214765100671141, 'provide_correction': 0.04697986577181208, 'provide_hint': 0.1029082774049217, 'provide_similar_problem': 0.053691275167785234, 'provide_strategy': 0.0894854586129754, 'simplify_question': 0.07158836689038031}",ask_question,"{'affirm_correct_answer': 0.0, 'ask_question': 0.9226717534850245, 'encourage_student': 0.0, 'explain_concept': 0.0, 'provide_correction': 0.0, 'provide_hint': 0.07732824651497544, 'provide_similar_problem': 0.0, 'provide_strategy': 0.0, 'simplify_question': 0.0}",ask_question,"{'affirm_correct_answer': 0.072195925, 'ask_question': 0.08377618, 'encourage_student': 0.051013812, 'explain_concept': 0.284916, 'provide_correction': 0.15731855, 'provide_hint': 0.22030675, 'provide_similar_problem': 0.010517215, 'provide_strategy': 0.116136074, 'simplify_question': 0.0038194153}"
29892262,test,3.4B.Rounding Whole Numbers (Review) - 2,"||| teacher: Happy to work with you today! ||| teacher: Today, let us review and master the lesson ""Rounding Whole Numbers."" ||| teacher: Which is the greatest number among 5 and 3? ||| student: 4 ||| ","You are on the right track. You gave a number in the middle of 3 and 5, not the biggest. Can you try again?",provide_correction,provide_similar_problem,"{'affirm_correct_answer': 0.042505592841163314, 'ask_question': 0.3333333333333333, 'encourage_student': 0.03803131991051454, 'explain_concept': 0.2214765100671141, 'provide_correction': 0.04697986577181208, 'provide_hint': 0.1029082774049217, 'provide_similar_problem': 0.053691275167785234, 'provide_strategy': 0.0894854586129754, 'simplify_question': 0.07158836689038031}",ask_question,"{'affirm_correct_answer': 0.03208908475064561, 'ask_question': 0.5650144303867293, 'encourage_student': 0.0, 'explain_concept': 0.2958212730075748, 'provide_correction': 0.0, 'provide_hint': 0.0, 'provide_similar_problem': 0.10707521185505027, 'provide_strategy': 0.0, 'simplify_question': 0.0}",ask_question,"{'affirm_correct_answer': 0.01752151, 'ask_question': 0.0066956067, 'encourage_student': 0.0058382684, 'explain_concept': 0.0074607288, 'provide_correction': 0.22307995, 'provide_hint': 0.716953, 'provide_similar_problem': 0.0069754384, 'provide_strategy': 0.013894672, 'simplify_question': 0.0015808013}"
293978038,test,4.3E.Addition and Subtraction Word Problems,||| teacher: Keep up the good work! ||| teacher: Read the question carefully. ||| teacher: Is that your final answer? ||| student: yes ||| ,Great try! Try to think of this visually. If there are 24 cans on the shelf and the customer bought 15 how many are left?,simplify_question,ask_question,"{'affirm_correct_answer': 0.042505592841163314, 'ask_question': 0.3333333333333333, 'encourage_student': 0.03803131991051454, 'explain_concept': 0.2214765100671141, 'provide_correction': 0.04697986577181208, 'provide_hint': 0.1029082774049217, 'provide_similar_problem': 0.053691275167785234, 'provide_strategy': 0.0894854586129754, 'simplify_question': 0.07158836689038031}",ask_question,"{'affirm_correct_answer': 0.0, 'ask_question': 0.6912927521677638, 'encourage_student': 0.0, 'explain_concept': 0.0, 'provide_correction': 0.0, 'provide_hint': 0.1214343599452383, 'provide_similar_problem': 0.0, 'provide_strategy': 0.10104140071449726, 'simplify_question': 0.08623148717250066}",ask_question,"{'affirm_correct_answer': 0.015246464, 'ask_question': 0.025275253, 'encourage_student': 0.01045461, 'explain_concept': 0.18219578, 'provide_correction': 0.10379721, 'provide_hint': 0.071577154, 'provide_similar_problem': 0.080540806, 'provide_strategy': 0.36103234, 'simplify_question': 0.14988038}"
407801439,test,3.4A.Adding Whole Numbers,||| teacher: +2 points. ||| teacher:  ||| teacher: Is that your final answer? ||| student: yes ||| ,"We need to find the sum of the numbers 342 + 200. We line up our numbers and add each column starting in the ones places, moving to the hundreds place.",explain_concept,simplify_question,"{'affirm_correct_answer': 0.042505592841163314, 'ask_question': 0.3333333333333333, 'encourage_student': 0.03803131991051454, 'explain_concept': 0.2214765100671141, 'provide_correction': 0.04697986577181208, 'provide_hint': 0.1029082774049217, 'provide_similar_problem': 0.053691275167785234, 'provide_strategy': 0.0894854586129754, 'simplify_question': 0.07158836689038031}",ask_question,"{'affirm_correct_answer': 0.0, 'ask_question': 0.8630778149293687, 'encourage_student': 0.0, 'explain_concept': 0.0, 'provide_correction': 0.0, 'provide_hint': 0.0, 'provide_similar_problem': 0.0, 'provide_strategy': 0.07487446054637907, 'simplify_question': 0.06204772452425218}",ask_question,"{'affirm_correct_answer': 0.06583729, 'ask_question': 0.05730853, 'encourage_student': 0.018377168, 'explain_concept': 0.14505808, 'provide_correction': 0.19855778, 'provide_hint': 0.27381313, 'provide_similar_problem': 0.027214753, 'provide_strategy': 0.20734797, 'simplify_question': 0.0064852927}"
291594361,test,4.2D.Rounding;3.6E.Shapes and Area,||| teacher: Pablo was asked to divide shapes into 8 equal parts. ||| teacher: Option A is the correct answer. ||| teacher: Did you get it? ||| student: yes ||| ,Can you show your work on the white board?,ask_question,provide_hint,"{'affirm_correct_answer': 0.042505592841163314, 'ask_question': 0.3333333333333333, 'encourage_student': 0.03803131991051454, 'explain_concept': 0.2214765100671141, 'provide_correction': 0.04697986577181208, 'provide_hint': 0.1029082774049217, 'provide_similar_problem': 0.053691275167785234, 'provide_strategy': 0.0894854586129754, 'simplify_question': 0.07158836689038031}",ask_question,"{'affirm_correct_answer': 0.0, 'ask_question': 0.9415618564943607, 'encourage_student': 0.0, 'explain_concept': 0.0, 'provide_correction': 0.0, 'provide_hint': 0.0, 'provide_similar_problem': 0.0, 'provide_strategy': 0.0, 'simplify_question': 0.05843814350563919}",ask_question,"{'affirm_correct_answer': 0.011799214, 'ask_question': 0.95996314, 'encourage_student': 0.007517987, 'explain_concept': 0.0048204814, 'provide_correction': 0.0032098484, 'provide_hint': 0.004218568, 'provide_similar_problem': 0.0010392884, 'provide_strategy': 0.006270192, 'simplify_question': 0.0011612508}"
4274213164,test,6.2E.Divide Two Fractions,||| teacher: Find the final answer and write it on the board to earn 2 more points. ||| student: i got to get offf and go ||| teacher: Do you want me to end the session? ||| student: yes please bye thx i learned ||| ,"We understand there are sometimes emergencies. You only earn full credit, when you stay the entire time. I will have to mark you absent. ",encourage_student,ask_question,"{'affirm_correct_answer': 0.042505592841163314, 'ask_question': 0.3333333333333333, 'encourage_student': 0.03803131991051454, 'explain_concept': 0.2214765100671141, 'provide_correction': 0.04697986577181208, 'provide_hint': 0.1029082774049217, 'provide_similar_problem': 0.053691275167785234, 'provide_strategy': 0.0894854586129754, 'simplify_question': 0.07158836689038031}",ask_question,"{'affirm_correct_answer': 0.0, 'ask_question': 0.7288134627376391, 'encourage_student': 0.05217491070199648, 'explain_concept': 0.0, 'provide_correction': 0.0, 'provide_hint': 0.10658187922663083, 'provide_similar_problem': 0.0, 'provide_strategy': 0.1124297473337336, 'simplify_question': 0.0}",encourage_student,"{'affirm_correct_answer': 0.09923528, 'ask_question': 0.017523786, 'encourage_student': 0.037565425, 'explain_concept': 0.19778275, 'provide_correction': 0.23700783, 'provide_hint': 0.34916663, 'provide_similar_problem': 0.018526573, 'provide_strategy': 0.037207153, 'simplify_question': 0.0059845475}"
40547467,test,4.1C.Estimation,"||| teacher: Yes, [STUDENT]. ||| teacher: Today, we are going to work on the topic ""Estimation."" ||| teacher: What do you know about place value? ||| student: 893 ||| ",Great try! Let's try to go one step at a time - what is a place value?,ask_question,affirm_correct_answer,"{'affirm_correct_answer': 0.042505592841163314, 'ask_question': 0.3333333333333333, 'encourage_student': 0.03803131991051454, 'explain_concept': 0.2214765100671141, 'provide_correction': 0.04697986577181208, 'provide_hint': 0.1029082774049217, 'provide_similar_problem': 0.053691275167785234, 'provide_strategy': 0.0894854586129754, 'simplify_question': 0.07158836689038031}",ask_question,"{'affirm_correct_answer': 0.02825563257689229, 'ask_question': 0.6349483276025837, 'encourage_student': 0.0, 'explain_concept': 0.3367960398205241, 'provide_correction': 0.0, 'provide_hint': 0.0, 'provide_similar_problem': 0.0, 'provide_strategy': 0.0, 'simplify_question': 0.0}",ask_question,"{'affirm_correct_answer': 0.022054829, 'ask_question': 0.9226045, 'encourage_student': 0.007888091, 'explain_concept': 0.00932269, 'provide_correction': 0.012155241, 'provide_hint': 0.0111772455, 'provide_similar_problem': 0.001967762, 'provide_strategy': 0.0091682775, 'simplify_question': 0.003661344}"
292745568,test,3.6B.Quadrilaterals,||| teacher: It is your #1 Exit Ticket question. ||| teacher: Go ahead and solve this question. ||| teacher: What would be the answer to this question? ||| student: letter c ||| ,"Hmm, could you let me know why you picked C?",explain_concept,provide_similar_problem,"{'affirm_correct_answer': 0.042505592841163314, 'ask_question': 0.3333333333333333, 'encourage_student': 0.03803131991051454, 'explain_concept': 0.2214765100671141, 'provide_correction': 0.04697986577181208, 'provide_hint': 0.1029082774049217, 'provide_similar_problem': 0.053691275167785234, 'provide_strategy': 0.0894854586129754, 'simplify_question': 0.07158836689038031}",explain_concept,"{'affirm_correct_answer': 0.08529329480536933, 'ask_question': 0.0, 'encourage_student': 0.0, 'explain_concept': 0.4444229571437665, 'provide_correction': 0.0, 'provide_hint': 0.180781243088354, 'provide_similar_problem': 0.0, 'provide_strategy': 0.1527194130516904, 'simplify_question': 0.13678309191081983}",ask_question,"{'affirm_correct_answer': 0.005090934, 'ask_question': 0.0073485603, 'encourage_student': 0.004632805, 'explain_concept': 0.9199772, 'provide_correction': 0.017901013, 'provide_hint': 0.011877462, 'provide_similar_problem': 0.012077231, 'provide_strategy': 0.013891763, 'simplify_question': 0.0072030593}"
632909131,test,6.3D.Adding and Subtracting Decimals,||| teacher: we have to subtract it. ||| teacher: Please see on the board. ||| teacher: Have you got it? ||| student: yea ||| ,"Hey, you got it, well done!",affirm_correct_answer,provide_hint,"{'affirm_correct_answer': 0.042505592841163314, 'ask_question': 0.3333333333333333, 'encourage_student': 0.03803131991051454, 'explain_concept': 0.2214765100671141, 'provide_correction': 0.04697986577181208, 'provide_hint': 0.1029082774049217, 'provide_similar_problem': 0.053691275167785234, 'provide_strategy': 0.0894854586129754, 'simplify_question': 0.07158836689038031}",ask_question,"{'affirm_correct_answer': 0.0, 'ask_question': 0.6511966553831244, 'encourage_student': 0.0, 'explain_concept': 0.22694665745593592, 'provide_correction': 0.04140517283234182, 'provide_hint': 0.0, 'provide_similar_problem': 0.08045151432859782, 'provide_strategy': 0.0, 'simplify_question': 0.0}",ask_question,"{'affirm_correct_answer': 0.6216656, 'ask_question': 0.0123975035, 'encourage_student': 0.07036867, 'explain_concept': 0.0059772735, 'provide_correction': 0.15262116, 'provide_hint': 0.0991533, 'provide_similar_problem': 0.021031959, 'provide_strategy': 0.006599312, 'simplify_question': 0.010185129}"
294930817,test,5.2A.Place Value (Review) - 1,"||| teacher: Here is the place value chart. ||| teacher: By using this chart, we can find the number in a place. ||| teacher: Which number is in the place value of tenths? ||| student: Done ||| ","In the number 2.37, 3 is the value of the tenths place. ",provide_similar_problem,provide_hint,"{'affirm_correct_answer': 0.042505592841163314, 'ask_question': 0.3333333333333333, 'encourage_student': 0.03803131991051454, 'explain_concept': 0.2214765100671141, 'provide_correction': 0.04697986577181208, 'provide_hint': 0.1029082774049217, 'provide_similar_problem': 0.053691275167785234, 'provide_strategy': 0.0894854586129754, 'simplify_question': 0.07158836689038031}",explain_concept,"{'affirm_correct_answer': 0.07805357991686238, 'ask_question': 0.0, 'encourage_student': 0.0, 'explain_concept': 0.8523005722040559, 'provide_correction': 0.0, 'provide_hint': 0.0, 'provide_similar_problem': 0.06964584787908175, 'provide_strategy': 0.0, 'simplify_question': 0.0}",ask_question,"{'affirm_correct_answer': 0.013127286, 'ask_question': 0.003384837, 'encourage_student': 0.0064766007, 'explain_concept': 0.027362008, 'provide_correction': 0.027622212, 'provide_hint': 0.022503505, 'provide_similar_problem': 0.86498135, 'provide_strategy': 0.026797762, 'simplify_question': 0.0077445223}"
296411496,test,1.7A.Length,||| student: yes ||| student: no ||| teacher: What are we asked to find in this question? ||| student: 10 thousand penciil ||| ,"Ah not that's not what this question wants. If you take a look at the last line, what does it say?",ask_question,provide_hint,"{'affirm_correct_answer': 0.042505592841163314, 'ask_question': 0.3333333333333333, 'encourage_student': 0.03803131991051454, 'explain_concept': 0.2214765100671141, 'provide_correction': 0.04697986577181208, 'provide_hint': 0.1029082774049217, 'provide_similar_problem': 0.053691275167785234, 'provide_strategy': 0.0894854586129754, 'simplify_question': 0.07158836689038031}",ask_question,"{'affirm_correct_answer': 0.0, 'ask_question': 0.45152408293881974, 'encourage_student': 0.09133362903782527, 'explain_concept': 0.45714228802335494, 'provide_correction': 0.0, 'provide_hint': 0.0, 'provide_similar_problem': 0.0, 'provide_strategy': 0.0, 'simplify_question': 0.0}",ask_question,"{'affirm_correct_answer': 0.011244162, 'ask_question': 0.015351064, 'encourage_student': 0.019061621, 'explain_concept': 0.47097725, 'provide_correction': 0.037571527, 'provide_hint': 0.010618779, 'provide_similar_problem': 0.20863746, 'provide_strategy': 0.10042504, 'simplify_question': 0.12611306}"
292849927,test,4.4G.Estimation,"||| student: its 1,715 ||| student: thanks ||| teacher: What is the approximate value? ||| student: 2,000 ||| ",Great try! You rounded to the incorrect place value - let's round to the hundreds.,provide_correction,ask_question,"{'affirm_correct_answer': 0.042505592841163314, 'ask_question': 0.3333333333333333, 'encourage_student': 0.03803131991051454, 'explain_concept': 0.2214765100671141, 'provide_correction': 0.04697986577181208, 'provide_hint': 0.1029082774049217, 'provide_similar_problem': 0.053691275167785234, 'provide_strategy': 0.0894854586129754, 'simplify_question': 0.07158836689038031}",ask_question,"{'affirm_correct_answer': 0.03831350459556938, 'ask_question': 0.7836886372348076, 'encourage_student': 0.0, 'explain_concept': 0.17799785816962294, 'provide_correction': 0.0, 'provide_hint': 0.0, 'provide_similar_problem': 0.0, 'provide_strategy': 0.0, 'simplify_question': 0.0}",ask_question,"{'affirm_correct_answer': 0.010986761, 'ask_question': 0.0052726115, 'encourage_student': 0.017007267, 'explain_concept': 0.1772904, 'provide_correction': 0.5017099, 'provide_hint': 0.20467548, 'provide_similar_problem': 0.022124752, 'provide_strategy': 0.05436871, 'simplify_question': 0.0065640802}"
613640346,test,5.4G.Volume of Rectangular Prisms,||| teacher: Are you there connected with me in the session? ||| teacher: Please re-check your answer. ||| teacher: What is the product of 12 and 6? ||| student: 62 ||| ,I would like for you to recalculate your answer. Use your calculator to double check your work.,provide_hint,ask_question,"{'affirm_correct_answer': 0.042505592841163314, 'ask_question': 0.3333333333333333, 'encourage_student': 0.03803131991051454, 'explain_concept': 0.2214765100671141, 'provide_correction': 0.04697986577181208, 'provide_hint': 0.1029082774049217, 'provide_similar_problem': 0.053691275167785234, 'provide_strategy': 0.0894854586129754, 'simplify_question': 0.07158836689038031}",ask_question,"{'affirm_correct_answer': 0.05026450680627867, 'ask_question': 0.40357138670886655, 'encourage_student': 0.0, 'explain_concept': 0.2619045354642941, 'provide_correction': 0.0, 'provide_hint': 0.19758652152603895, 'provide_similar_problem': 0.0, 'provide_strategy': 0.0, 'simplify_question': 0.08667304949452168}",ask_question,"{'affirm_correct_answer': 0.00477504, 'ask_question': 0.010593848, 'encourage_student': 0.002116111, 'explain_concept': 0.019300066, 'provide_correction': 0.024944898, 'provide_hint': 0.07666228, 'provide_similar_problem': 0.009520871, 'provide_strategy': 0.8468293, 'simplify_question': 0.0052574608}"
285052535,test,3.6C.Concept of Area,||| student: yes ||| teacher: Okay! ||| teacher: What should he measure? ||| student: the dimensional area ||| ,That's right!,affirm_correct_answer,ask_question,"{'affirm_correct_answer': 0.042505592841163314, 'ask_question': 0.3333333333333333, 'encourage_student': 0.03803131991051454, 'explain_concept': 0.2214765100671141, 'provide_correction': 0.04697986577181208, 'provide_hint': 0.1029082774049217, 'provide_similar_problem': 0.053691275167785234, 'provide_strategy': 0.0894854586129754, 'simplify_question': 0.07158836689038031}",ask_question,"{'affirm_correct_answer': 0.0, 'ask_question': 0.4625824704632825, 'encourage_student': 0.0, 'explain_concept': 0.3900312156528818, 'provide_correction': 0.04770670132284495, 'provide_hint': 0.09967961256099071, 'provide_similar_problem': 0.0, 'provide_strategy': 0.0, 'simplify_question': 0.0}",ask_question,"{'affirm_correct_answer': 0.32008475, 'ask_question': 0.010196978, 'encourage_student': 0.34990504, 'explain_concept': 0.0766503, 'provide_correction': 0.117552765, 'provide_hint': 0.03141969, 'provide_similar_problem': 0.038268596, 'provide_strategy': 0.007940947, 'simplify_question': 0.04798089}"
398186338,test,6.2E.Dividing Fractions Word Problems (Review) - 1,||| student: ok i got the answer ||| teacher: You have to divide this fraction using the long division method. ||| teacher: What is the value for 72 times 5? ||| student: 310 ||| ,"Oh you're very close. 62 times 5 = 310, but 72 times 5 is a little bigger",provide_correction,provide_strategy,"{'affirm_correct_answer': 0.042505592841163314, 'ask_question': 0.3333333333333333, 'encourage_student': 0.03803131991051454, 'explain_concept': 0.2214765100671141, 'provide_correction': 0.04697986577181208, 'provide_hint': 0.1029082774049217, 'provide_similar_problem': 0.053691275167785234, 'provide_strategy': 0.0894854586129754, 'simplify_question': 0.07158836689038031}",ask_question,"{'affirm_correct_answer': 0.0, 'ask_question': 0.7746392903016374, 'encourage_student': 0.0, 'explain_concept': 0.0, 'provide_correction': 0.0, 'provide_hint': 0.17501972276303088, 'provide_similar_problem': 0.05034098693533166, 'provide_strategy': 0.0, 'simplify_question': 0.0}",ask_question,"{'affirm_correct_answer': 0.008257631, 'ask_question': 0.0066962107, 'encourage_student': 0.007833082, 'explain_concept': 0.023900282, 'provide_correction': 0.35000557, 'provide_hint': 0.35410145, 'provide_similar_problem': 0.028611602, 'provide_strategy': 0.21000913, 'simplify_question': 0.010584978}"
295112571,test,2.8A.2- and 3-Dimensional Shapes,||| student: octagon ||| teacher: Is that your final answer? ||| teacher: Are you rechecking the answer? ||| student: no ||| ,"Hm, not quite. How many sides does the shape have?",ask_question,explain_concept,"{'affirm_correct_answer': 0.042505592841163314, 'ask_question': 0.3333333333333333, 'encourage_student': 0.03803131991051454, 'explain_concept': 0.2214765100671141, 'provide_correction': 0.04697986577181208, 'provide_hint': 0.1029082774049217, 'provide_similar_problem': 0.053691275167785234, 'provide_strategy': 0.0894854586129754, 'simplify_question': 0.07158836689038031}",ask_question,"{'affirm_correct_answer': 0.0, 'ask_question': 0.6882256272021675, 'encourage_student': 0.0, 'explain_concept': 0.31177437279783243, 'provide_correction': 0.0, 'provide_hint': 0.0, 'provide_similar_problem': 0.0, 'provide_strategy': 0.0, 'simplify_question': 0.0}",ask_question,"{'affirm_correct_answer': 0.01925647, 'ask_question': 0.07230394, 'encourage_student': 0.009240505, 'explain_concept': 0.14915675, 'provide_correction': 0.14845347, 'provide_hint': 0.2938096, 'provide_similar_problem': 0.023211638, 'provide_strategy': 0.27063775, 'simplify_question': 0.013929878}"
292882150,test,3.4D.Understanding Multiplication,||| teacher: Sounds great. ||| teacher: This is our next question. ||| teacher: How many baseballs does the team use per game? ||| student: 167 ||| ,"Hm, not quite. Could you tell me how you got 167?",provide_hint,ask_question,"{'affirm_correct_answer': 0.042505592841163314, 'ask_question': 0.3333333333333333, 'encourage_student': 0.03803131991051454, 'explain_concept': 0.2214765100671141, 'provide_correction': 0.04697986577181208, 'provide_hint': 0.1029082774049217, 'provide_similar_problem': 0.053691275167785234, 'provide_strategy': 0.0894854586129754, 'simplify_question': 0.07158836689038031}",ask_question,"{'affirm_correct_answer': 0.0, 'ask_question': 0.5702021323290851, 'encourage_student': 0.0, 'explain_concept': 0.42979786767091493, 'provide_correction': 0.0, 'provide_hint': 0.0, 'provide_similar_problem': 0.0, 'provide_strategy': 0.0, 'simplify_question': 0.0}",ask_question,"{'affirm_correct_answer': 0.008081731, 'ask_question': 0.054924674, 'encourage_student': 0.00423298, 'explain_concept': 0.036389675, 'provide_correction': 0.08988079, 'provide_hint': 0.3878055, 'provide_similar_problem': 0.009370378, 'provide_strategy': 0.40540844, 'simplify_question': 0.0039058346}"
6135859117,test,4.6A.Geometric Lines,||| teacher: The next question will now appear on the board. ||| student: done ||| teacher: Are you sure about your answer? ||| student: its wrong o know is you make it so ovious ||| ,You have the right ideas though! What are the letters that represent the endpoints? That's how we name a segment,encourage_student,ask_question,"{'affirm_correct_answer': 0.042505592841163314, 'ask_question': 0.3333333333333333, 'encourage_student': 0.03803131991051454, 'explain_concept': 0.2214765100671141, 'provide_correction': 0.04697986577181208, 'provide_hint': 0.1029082774049217, 'provide_similar_problem': 0.053691275167785234, 'provide_strategy': 0.0894854586129754, 'simplify_question': 0.07158836689038031}",ask_question,"{'affirm_correct_answer': 0.0, 'ask_question': 0.8587498791121276, 'encourage_student': 0.0, 'explain_concept': 0.1412501208878723, 'provide_correction': 0.0, 'provide_hint': 0.0, 'provide_similar_problem': 0.0, 'provide_strategy': 0.0, 'simplify_question': 0.0}",ask_question,"{'affirm_correct_answer': 0.5993956, 'ask_question': 0.013744136, 'encourage_student': 0.32173032, 'explain_concept': 0.007060905, 'provide_correction': 0.023033971, 'provide_hint': 0.013382941, 'provide_similar_problem': 0.008831107, 'provide_strategy': 0.0034329207, 'simplify_question': 0.009388122}"
2949295131,test,3.3A.Fraction Concepts,||| teacher: +1 point for your try. ||| teacher: Let's look at your work to see where you made an error. ||| teacher: How many triangles are there on the whiteboard? ||| student: 2 ||| ,"Oops, not quite. Please take a closer look. How many triangles (shape with 3 sides) do you see on the whiteboard?",provide_correction,ask_question,"{'affirm_correct_answer': 0.042505592841163314, 'ask_question': 0.3333333333333333, 'encourage_student': 0.03803131991051454, 'explain_concept': 0.2214765100671141, 'provide_correction': 0.04697986577181208, 'provide_hint': 0.1029082774049217, 'provide_similar_problem': 0.053691275167785234, 'provide_strategy': 0.0894854586129754, 'simplify_question': 0.07158836689038031}",explain_concept,"{'affirm_correct_answer': 0.0, 'ask_question': 0.0, 'encourage_student': 0.0, 'explain_concept': 0.6858302512119107, 'provide_correction': 0.0, 'provide_hint': 0.0, 'provide_similar_problem': 0.0, 'provide_strategy': 0.21284427371049092, 'simplify_question': 0.10132547507759843}",ask_question,"{'affirm_correct_answer': 0.009284301, 'ask_question': 0.007929758, 'encourage_student': 0.006013302, 'explain_concept': 0.009395788, 'provide_correction': 0.3391311, 'provide_hint': 0.5677288, 'provide_similar_problem': 0.008863752, 'provide_strategy': 0.049146656, 'simplify_question': 0.0025064817}"
