Split,Expert_Human_Tutor,Label
train,I mean it s not his fault .,0
train,"Happy Mothers Day , Mom !",0
train,"What do you do in your free time , Nancy ?",0
train,"And if we dont need them , we wont need Zina , either .",0
train,Ill dig out the Frisbee and my kite from Taiwan .,0
train,Does it rain a lot in summer there ?,0
train,"Thanks to global warming , it could be hotter than ever !",0
train,"Hi , Charles . Whats the matter ?",0
train,Whos Ellie ?,0
train,A second language is always difficult .,0
train,But I think time can change everything .,0
train,"Oh , I didn t know that ! I thought they just paint it on your skin or something .",0
train,Im from Guangzhou .,0
train,"Well , the air line lost my luggage on the return flight and then I lost my carry on bag when I was tackling with the officers in charge . I left the airport three hours later than I expected and then I was caught in a traffic jam . When I finally got home , I was totally exhausted . But I found the elevator was out of service due to a blackout .",0
train,Maybe I should just get a tongue piercing !,0
train,I really like the straight legs .,0
train,I m rather disappointed at not being able to see my best friend off .,0
train,Is he really ?,0
train,Why doesnt he ask her ?,0
train,"Dad , where are we off to ?",0
train,I m a defender . It s a lot of fun . You don t have to be able to skate as fast on defense .,0
train,The companys performance has improved since Wallace became president . Hes made our little business into a real lucrative operation . Products are selling like hotcakes .,0
train,Would you be willing to accompany me to the party tonight ?,0
train,Do you think we ll have a nice summer this year ?,0
train,There will be a parade to celebrate National Day this weekend .,0
train,What do you think of the coming match ?,0
train,"Anyway , I don t want to post my face up for sale on the internet like that .",0
train,I suppose . What can they do ? I dont even know who he is .,0
train,Thank you . I will .,0
train,Yeah . I studied on Sunday evening . What about you ?,0
train,"OK , they begin to register .",0
train,"You wont play online games full of violence , will you ?",0
train,Shes ten .,0
train,I have a B . A . in Economics .,0
train,Dont worry.He is an acrobat ,0
train,"We need to solve the problem of air pollution before we destroy the atmosphere . There s lots of clean , modern technology , but companies in developed countries say it s expensive . Developing countries put more emphasis on economic development than on environment protection .",0
train,Lets try it !,0
train,Yes . It is one of the most harmful computer viruses in the world . People say it will break out again om Valentines Day this year .,0
train,Harry is so down that he wont talk to anyone .,0
train,Youd better prepare for the examination .,0
train,"at first , she was quite critical of her , but now that they Ve been married for a few years , she s starting to accept the fact that my father divorced my mother .",0
train,"Dude , don t equivocate . A theory only becomes a theory after withstanding rigorous testing . You slept through class , didn t you ?",0
train,Do you have any bug spray ?,0
train,it cant be that bad .,0
train,There is nothing good at the moment.Let s do something different.Would you like to go to a concert ?,0
train,I know one . Lets go .,0
train,"No , seriously . . . I really want this .",0
train,how about your tongue ? Does it still hurt ?,0
train,And it s a bargaining . A house like this in river side costs double the price .,0
train,"Youv been work here for nearly a month , how do you feel about the job ?",0
train,Would you mind telling me how old you are ?,0
train,"Hey , Mark , long time no see .",0
train,most students just cram the night forehead .,0
train,I m going to the hospital .,0
train,You look so upset . Whats going on ?,0
train,"Spring Festival is the most important festival in China , isnt it ?",0
train,"I dont think that Myra should have spoken so rudely to the teacher . I know she was angry , but thats still no excuse for rudeness .",0
train,"Doris , Im glad youre home . Im terrified . I dont know what to do !",0
train,"News about current affairs , documentaries , music , movies , noncommercial ads and so on .",0
train,Alright . We are out of everything .,0
train,With the job ?,0
train,"Hi , Mr . Wang . Do you feel like going boating with me ?",0
train,Yeah.Especially when you have something urgent to do .,0
train,"I tell ya , when I got the invite , it really threw me for a loop . Youve done a complete 180 .",0
train,Do you have your library card ?,0
train,I m awfully sorry to hear that . I ll turn to it right away .,0
train,Ill certainly try to help you . What topic is your paper on ?,0
train,"Well , she told me things just weren t working out and we weren t right together . But I thought things were just great . Why did she say this ? Its completely out of the blue .",0
train,"And my first nephew . He looks a lot like you , mum . He does .",0
train,"Well , I mean.We always do the same thing.There s no variety in our lives .",0
train,What do you mean ?,0
train,"Sorry , here .",0
train,"The tall one ? Sure , thats Drive , he works with Lily .",0
train,Why was it founded by the Puritans ? Where were the atheistic educators ?,0
train,"Oh , are you ? That sounds interesting .",0
train,Heres the restaurant were meeting the Smiths at .,0
train,"Well , I Ve been working so hard lately , so I ll probably just take it easy .",0
train,"No , I forgot to buy some .",0
train,"Well , I didnt think so at first . But as we started talking , I found him extremely funny and witty . I couldnt stop laughing at his jokes ! And we have so much in common . We like the same team , music , and most amazingly , we both love Chinese food ! I have the feeling that we are going to be great friends .",0
train,Lets hope it is !,0
train,And the streets are covered with snow .,0
train,I don t think it makes sense . Three minutes is such a short time .,0
train,I go to bed at ten and get up at six .,0
train,I dont like such a family .,0
train,You didnt ring me last night . You said you would .,0
train,Not only that !,0
train,I like baseball and basketball .,0
train,So Barb ... what do you do ?,0
train,It smells like an ashtray in here !,0
train,"no , but Im sure Ill get better soon .",0
train,"The world changes , the family changes too .",0
train,That makes a lot of sense . Does the TV work well ?,0
train,You have to go and fix it .,0
train,"Oh , that is a shame . He is really hard working .",0
train,At least more than 100 years old .,0
train,Yeah !,0
train,"There was a guy on the sidewalk.He had three new boxes , Panasonic video camera boxes.He said he had to get rid of them quick .",0
train,Sometime this morning .,0
train,It s true . Michelle is a lot like Henry in so many ways . And she is shy with new people just like he is .,0
train,"Please excuse me , but I really have to be going .",0
train,"yes , for the most part . It doesnt feel as bad as my other ailments , anyway .",0
train,We had a difference of opinion .,0
train,That sounds fair . Thats still cheaper than paying a band to come play for us .,0
train,"How do you do , Prof.Smith .",0
train,January 5th .,0
train,"Diana , do you like the perfume I gave you ?",0
train,"nothing else has happened to me , but I have seen quite a few fights on the streets after the bars close .",0
train,You need a holiday.That s whats the matter .,0
train,Do you think I should buy this now and bring it with us ?,0
train,What ? Beg your pardon .,0
train,Have you got any hobbies ?,0
train,not just working experience . I would say the biggest lesson I learned is how to deal with people from all walks of life .,0
train,"About 40 percent , if he speaks slowly.When he speaks fast , I can only catch a word here and there . But Mr . Wang is an excellent Chinese teacher.With his help , my Chinese is getting better and better e",0
train,"Sure , I have . Will you join ?",0
train,I will be all right soon . I was terrified when I watched them fall from the wire .,0
train,"Sure , Ill give you a call .",0
train,"I feel that I can see more when I pedal a bicycle , but when I feel lazy , I drive my car .",0
train,Really ? Thats a straws in the wind .,0
train,"Oh , over there in Pacific Pavilion .",0
train,First we will go to the city centre and stop for something to drink . Then we will visit the University Museum .,0
train,But he was trying to beat about the bush . And my talk with him was fruitless .,0
train,Don t bother . I will help myself .,0
train,"Was I ? Sorry , I didn t mean to be . I do apologize .",0
train,Can I get the black ball in ?,0
train,What do you mean by saying so ?,0
train,"Yeah but , it is something that you will have forever ! They use indelible ink that can only be removed with laser treatment . On top of all that , I have heard it hurts a lot !",0
train,"Great idea ! Peter , I could use the drink .",0
train,"Yeah , I ll try to do the same . So , I was wondering you wanna go out to dinner Friday night ?",0
train,"He said not to bother coming back . And I said , fine , I wont .",0
train,"Well , I didnt clean the house and I didnt study . I stayed in bed and watched TV .",0
train,Maybe I should go and ask him whether its true .,0
train,Have you signed up to join the company s Christmas party ?,0
train,I buy a computer magazine every month . It keeps me upto date with all the latest developments .,0
train,Come on in . I am so glad you are here . We have been expecting you .,0
train,Where are we going to have a drink ?,0
train,Then we ll have to put up with it .,0
train,I guess you are right.But what shall we do ? I dont feel like sitting at home .,0
train,It feels like ten degrees below zero at least . I dont mind the cold weather but I do hate it when it gets slippery .,0
train,"In fact , they re both very excited about the coming baby . Evelyn imagines what their baby would be look like , since one parent is American and the other one is Chinese .",0
train,I will explain it in detail in the next class . Could you preview it ?,0
train,Really ?,0
train,Manchester United . What about you ?,0
train,"Well , you always say youre busy .",0
train,I get together with my Christian brothers on Saturdays .,0
train,What time is the right moment ?,0
train,Great . I look forward to meeting you .,0
train,"I m so excited , mother . Oh , a new baby !",0
train,I think that many physicians 8 now agree with that idea .,0
train,OK . Then Ill be expecting you .,0
train,I feel much better now .,0
train,No wonder you say English is a crazy language .,0
train,Poor girl !,0
train,"Thanks for inviting me . Here is the gift for you . Happy birthday , Francis ! Many more happy and healthy years for you !",0
train,Thats no problem.He just has a friend who works in a shop that can do plastic wrap . Thats easy.And probably its the same shop he got the boxes from.Maybe his friend works in an electronics store . They sell video cameras there.Probably they had a couple video camera boxes lying around.So they get the idea of wrapping bricks to sell to fools like you.Twenty dollars a brick . Thats a good profit if they can sell enough bricks .,0
train,You know what ? Ive recently been teaching myself French .,0
train,"Well , he has already taken you know , thats his wife right there .",0
train,Yes.You look very smart today .,0
train,"Well , that sounds like it would be OK . Just be careful .",0
train,Me too . Do you think they are going to get the championship this time ?,0
train,Did you see Ally Mabel last night ?,0
train,But what do most people think about it ?,0
train,What s up ? You don t look too good .,0
train,That s great ! Do you have any plans ?,0
train,What happened afterwards ?,0
train,"If the weathermans predictions are accurate , it should rain tomorrow .",0
train,Why dont you find someone who is in the know .,0
train,What do you do in summer ?,0
train,From Zhongshan Circus to City Bank .,0
train,"Yes , 50 Yuan per month .",0
train,He had a lot of nerve telling us our ads sucked .,0
train,"No , how much is it worth ?",0
train,"Yes , he does have Richard s eyes . The baby even looks like you than Richard does .",0
train,"Thats a good idea . Lets see if we can get more people in this plan . There isnt much business these days anyway , so I think many people will be interested .",0
train,America ? Did you get admit to MIT ?,0
train,I think the biggest environment problem in my country is air pollution .,0
train,Have you seen that house ?,0
train,"With everything , with everybody , with all this !",0
train,If thats okay with you .,0
train,"Yes , I did . But I feel tired today .",0
train,"Yeah , it sure would .",0
train,You knew Brain Locker ?,0
train,"I dont know . I saw him the first time Tuesday . He was at the cafe . I noticed he was looking at me a lot . Not just the usual looking , but staring.He just kept staring at me . He didnt stop .",0
train,has anything else happened to you ?,0
train,Is it the same in Korea ?,0
train,Did he leave when you left ?,0
train,You bet !,0
train,"So youll make the Stars.com deadline , and have us up and running next week ?",0
train,Would it be all right if I went home next weekend ?,0
train,I can always borrow the book from another library .,0
train,"Morning , Mike .",0
train,I need to use the Internet .,0
train,"Yes , please do .",0
train,I will call you when a computer is free .,0
train,"We heard you werent feeling well , so we came to check on you .",0
train,Fun for you ! Do you get to do anything you want ?,0
train,I just like the pier they have at Santa Monica .,0
train,Look at the view from the window .,0
train,How about a party at home ? That way we can get together and celebrate it .,0
train,"My pleasure Miss . Actually , could you recommend what to eat here ? Ive never been here before .",0
train,"Yes , but why does she have such a long face ?",0
train,"OK , OK . Ill whisper it to you , but you have to promise not to tell anyone !",0
train,"Sure , Id love to .",0
train,"Say , Jim , how about going for a few beers after dinner ?",0
train,"Ah , ah , ah ...",0
train,"Hi , Martin . I Ve been looking for you all morning .",0
train,Thirty minutes in gym at lunch time .,0
train,"I don t slurp my coffee . And plus , how can you hear it when you re shouting into your phone all the time ?",0
train,What do you mean ?,0
train,It said that people with a positive attitude 7 tend to live longer and happier .,0
train,"Yes , I think you re right . I m thinking about having a child , but not just yet .",0
train,And ?,0
train,You can ask me any question at any time .,0
train,Aha . Ive read of my roommate . I made a move today .,0
train,Hi honey ! What s wrong ? Why do you have that look on your face ?,0
train,Bob is getting on in years .,0
train,"Well , I like playing the violin .",0
train,But it used to be ignored by many people .,0
train,"Good morning , Miss Li .",0
train,Like what ?,0
train,Romantic ? I am afraid I like thrillers better .,0
train,Thats the style ! You just wear boxers .,0
train,The mosquitos are biting me !,0
train,There are several possible sources you might use for that topic . I suggest you use the computer and the computer will give you a list of every scientific journal that talks about children and television .,0
train,There is no need to be so frustrated .,0
train,"Yes , it s exciting . This month we are doing crossword puzzles .",0
train,"It has stopped snowing , but its even colder .",0
train,Not at all . The feedback from audience has been great . I care about what they think more than what the critics think .,0
train,"Mormons believe that , after the death of Christ and the death of the Apostles 10 , their church Christ founded became corrupt and the authority of Christ on earth was lost to men . In 1830 , a prophet named Joseph Smith was brought up by God to restore the church .",0
train,"Well , their team work is well worth learning .",0
train,She s a librarian at the public library .,0
train,Oh no .,0
train,Which room are you in ?,0
train,I like playing chess .,0
train,Yeah . Li Nas mother has been building a fire under her since her neighbours daughter got married with a Canadian . Shes almost driving Li Na crazy .,0
train,"Yes , thats why Puritans moved to the New World , where they believed they could establish a heaven for Puritans . Later on , it was these Puritans who founded Harvard College .",0
train,"Well , lets go and have something to drink instead . I know a good place . Its a little expensive , but its fun .",0
train,Of course I should have ! You certainly deserve them ! You put up with all of us .,0
train,Can I borrow your Cds for our school dance ?,0
train,I Ve already got it . Thanks .,0
train,"Don t worry , I can handle that . And I know if the boss is there , even it is an informal evening , it does not make a good impression to get totally drunk in front of him .",0
train,Would you please write your name on this list ?,0
train,"Yes , its really wonderful !",0
train,Thank you . So what do you think ? Would we have a good time ?,0
train,How may I help you ?,0
train,Sure . I think it s a fantastic place to go .,0
train,Today more and more people advocate lifelong learning . But people have different views about lifelong learning . How do you understand lifelong learning ?,0
train,Perhaps we need to have more babies ! Tina gave birth to a baby boy yesterday .,0
train,Yep . Its the kickoff of the barbecue season . Were invited to a grill party in the park tomorrow .,0
train,"Thats right . You dont drink coffee , do you ?",0
train,Is she going to be okay ?,0
train,Is sailing fun ?,0
train,Im afraid it gains a little .,0
train,I see.so this is your hometown ?,0
train,"Hi , Mary . You look pale today . Whats the matter with you ?",0
train,"You have your library card , right ?",0
train,"Oh , yes.Ellie was playing games all day yesterday.By the way , Alice , whens your birthday ?",0
train,"I want to improve my handwriting , and Ive practiced it for several weeks , but nothing happened . You see , my handwriting is still bad .",0
train,"In my country football is brand new , so I never learned the game when I was younger .",0
train,"Sure , a promise is a promise .",0
train,"That means that they all have parts of the original gospel , but not all .",0
train,how did you get that burn again ?,0
train,Was he upset when you told him you had to leave this weekend ?,0
train,"Sounds quite fruitful , why do you call it still a nightmare then ?",0
train,"All right , see you later .",0
train,"No , it cant be . Really ? Who ?",0
train,"I went sailing , fishing , and horseback riding .",0
train,"Then , you are to walk to work .",0
train,"All right , Bill.Here s your daily exercise schedule . You are to jog before breakfast .",0
train,You often like comparing children with their parents .,0
train,"They re fine , but I can t watch a movie without popcorn .",0
train,Fine ! By the way would you mind not slurping your coffee every time you have a cup !,0
train,"Oh yes , I loved it . Wasnt the scene with the judge great ?",0
train,Did you see May today ?,0
train,Not very much . Classical music sends me to sleep,0
train,What did you do ?,0
train,"Merry Christmas , Lee !",0
train,"I think that show biz stars have a really easy life . They have lots of money , so they can buy almost anything they want . They re famous , so everyone loves them .",0
train,Where are you going ?,0
train,"I can see that you are trying , but where do you think you could improve ?",0
train,It must be old .,0
train,"I still cant believe it ! So , did you go to cooking school or something ?",0
train,What are your hours ?,0
train,"Yes , my wife is coming to get me .",0
train,So whats the problem ?,0
train,"Oh , I see .",0
train,I think so . Maybe hes fallen for her .,0
train,Have a nice journey ! Do give my regards to your parents .,0
train,"Yeah , my head hurts , that s all . I Ve been in physics class all day . It s killer !",0
train,I am trying to find this book .,0
train,It is such a nice place .,0
train,I promise I will personally guard every single one and they will come back in perfect condition .,0
train,I do like Thai food . Did you see much of Bangkok ?,0
train,Do you have a ride home ?,0
train,Lets go in to wait for them .,0
train,Everyone from school .,0
train,Which pair of jeans do you like best ?,0
train,Hold on . We will be successful right away .,0
train,"It says the book is on the shelf , but I didn t find it there .",0
train,I like classical music . Do you ?,0
train,"Yeah , it s been ages ! So how have you been ?",0
train,"It s awful , isn t it ?",0
train,"Yeah , I got home around two .",0
train,"I understand . That s why Christopher and I want to find a place in a small town , far from the city .",0
train,"Well , it pays off for her.How old is she anyway ?",0
train,"Anyway , it s just a theory . Why do people go around touting theories ? Where s the scientific rigor in that ?",0
train,I wish the store close to us was open 24 house a day .,0
train,we were planning on walking both ways since the weather is still nice .,0
train,"Look , there are some words on the fish .",0
train,"I had mine when I was 24 . that s a little young . I d suggest you wait until you are in your late twenties . , or even in your early thirties if you have a good career .",0
train,Im not . I just dont feel like drinking whole milk today . Why ? Do you think Im fat ?,0
train,"Sounds great to me ! If they are willing , we could ask them to go dancing with us.That is excellent exercise and fun , too .",0
train,"Okay , thats good .",0
train,"I believe such things won t be realized , just daydreaming .",0
train,Hey ! How was your first day of class ? I m in level two and I m loving my class this semester ! It s great being in a class of international students !,0
train,"I don t agree with you . I maintain that we re healthier , wealthier and wiser than we were a hundred years ago .",0
train,"If he promised to help you , Im sure he will help . Hes a man of his word .",0
train,Yep . And I should start planning now .,0
train,When will the lecture begin ?,0
train,Whats wrong with him ?,0
train,Shes my grandma .,0
train,Good try! Let's try to count the number of sides and points in each of the shape,1
train,Can you show on the whiteboard your first step to get that answer?,1
train,"You're very close. This question is asking what number is in the hundreds place. In other words, we're looking for a single digit",1
train,Right on! The remainder is 1.,1
train,Exactly! 5 is the right answer.,1
train,"Try isolating x by dividing both sides by 3. This way, you’ll have x by itself.",1
train,Great! You can use either side as the length or width,1
train,Try thinking of it as ‘how many groups of 8 are in 40.’,1
train,"Oh, what makes you say that?",1
train,Can you number the sides of the shape on the whiteboard?,1
train,"Good work, 3 is the right answer!",1
train,Try finding the largest number that divides both 9 and 12 evenly. That’s the greatest common factor.,1
train,"Hmm, not quite. Take a look at the picture again. How many parts is it broken into?",1
train,"You're on the right track! You are correct that the 5 in the hundreds should be rounded to a 6, but when we round then the answer should be 2600.",1
train,"Imagine you have 5 apples, and you add 3 more. In total, you’d have 8 apples.",1
train,"That was a good try, but that answer is not correct. When we look at the number 329, the 2 is in the tens place and the 9 is in the ones place. Do you understand? ",1
train,Practicing with similar addition problems like this will help solidify your skills.,1
train,"Divide the numerator and denominator by the greatest common factor, which is 5 in this case.",1
train,"We find the total number of bags by multiplying. If there are 2 bags and each bag has 10 legos, how many legos are in the 2 bags?",1
train,"Close, but let's add to that definition! A shape is figure that has lines and angles. Can you give me an example of a shape? What's your favorite shape?",1
train,"Adding 0.5 and 0.5 gives 1.0, not 0.10.",1
train,Nice job! 16 is the correct result.,1
train,"Yes, 36 is absolutely correct!",1
train,Perfect! 32 is the correct answer.,1
train,"Subtract 3 from both sides to get 2x = 8, then divide by 2 to find x = 4, not 6.",1
train,Ok! Let's try another one. How many wholes do 6 halves make?,1
train,"Divide 28 by 5, then check what’s left after the closest multiple of 5.",1
train,Great try! Can you please explain how you got 68?,1
train,Division is about splitting into equal parts. This is why the result is smaller.,1
train,Most of your work looks great! Can you recheck your final answer?,1
train,"Hmm, not quite. We are looking for how many apples Anna and Bob have combined. Don't count any of the other fruits that they have. Only apples",1
train,"Hm, not quite. Every time you multiply a number by 10, all you have to do is add a 0 to the end",1
train,Good thinking! 17 is correct.,1
train,"Divide 100 by 5 to find one-fifth, then multiply by 4 to get four-fifths.",1
train,"100 cm is equal to 1 meter, as there are 100 centimeters in a meter.",1
train,"Hm, not quite. Could you tell me how you got 167?",1
train,"1/3 of 9 is 3, because dividing 9 into three equal parts gives you 3.",1
train,"Yes, there are 8 squares. To get the area, we need to multiply the 2 and 4, not add them",1
train,This similar problem reinforces your understanding of calculating percentages.,1
train,Exactly. They also have three angles that add up to 180 degrees.,1
train,"Yes, 60 is right. Nice job!",1
train,"1/4 of 40 is 10, not 15.",1
train,"Hmm, not quite. This question is asking us to round 18 to the nearest tens. Do you know how to tell whether we need to round up or round down?",1
train,That’s exactly right! The area is 20.,1
train,Perfect! 20 is the answer.,1
train,"You are on the right track. You gave a number in the middle of 3 and 5, not the biggest. Can you try again?",1
train,"20% of 150 is actually 30, not 25.",1
train,Starting at -5 and adding 3 brings you to -2 on the number line.,1
train,"This is a common mistake. To find the percent change, you take how much it changed, divide it by the original amount, and finally multiply by 100",1
train,"You're right in that picture 3 has a line of symmetry, but the question is asking for the image with all lines of symmetry drawn through the square. ",1
train,Decimal numbers have a period separating the whole part from the fraction. Is this a decimal number?,1
train,Practicing this similar division problem will reinforce your understanding of dividing by 10.,1
train,This similar problem is great for practicing addition with slightly larger numbers.,1
train,"Think of a number that, when multiplied by itself, equals 64.",1
train,"15/45 simplifies to 1/3, not 1/2.",1
train,This similar fraction problem reinforces the concept of thirds.,1
train,This similar percentage problem will help deepen your understanding of how percentages work.,1
train,Absolutely right! 55 is the answer.,1
train,"73 rounds to 70, as it’s closer to 70 than to 80.",1
train,"One strategy is to divide 250 by 10, which will give you 10%.",1
train,"Try breaking it down by adding 10 to 25 first, then add the remaining 5.",1
train,Half of 30 is 15. Give it another go!,1
train,"You're close, however the formula to find the speed of the train is miles per hour.",1
train,"3 squared means 3 × 3, which equals 9.",1
train,"Hm, not quite. Could you let me know how you got 30?",1
train,Great job! Let's try another problem. Can you find the product of 200 and 100?,1
train,Adding 9 and 6 gives you 15.,1
train,"Try dividing 40 by 8 to find one-eighth, then multiply by 3.",1
train,Your work looks great but there's a small mistake,1
train,"The prefix for six sides is hexa, so what would a six sided shape be called?",1
train,"You seem unsure, and that's ok! Let's look at another example. If the sides of the rectangle are 3 and 5, we multiply those together to get the area, which would be 15.",1
train,"Actually, 8 divided by 4 equals 2, not 1.",1
train,Perfect answer! 9 is right.,1
train,"Find 50% of 120, then find 25%, and add those two results to get 75%.",1
train,50 divided by 10 actually gives 5. Try that again.,1
train,"Remember that 25% is one-fourth, so divide 90 by 4.",1
train,This similar fraction problem helps reinforce your understanding of thirds.,1
train,This similar addition problem helps reinforce your skills with adding larger numbers.,1
train,Good try but let's look at the problem again. How many spaces is the point from the origin? Let's put our finger on the grid and count.,1
train,What was the first step you took to get the answer? Can you show me on the whiteboard?,1
train,"Sorry, I said that wrong.",1
train,Great! Please give this a try. Which of the following fractions are equivalent to 3/6?,1
train,Close! A hexagon actually has 6 sides. A pentagon has 5 sides.,1
train,Ok great - in the corner you can see your points add up.,1
train,"Think of a pizza cut into parts. If you take half and add a quarter, you’ll have 3/4 of the pizza.",1
train,"Hmm, not quite. Could you let me know how you got 9?",1
train,This similar problem helps you practice adding slightly larger numbers.,1
train,"Break it into easier parts: multiply 10 by 3, then 4 by 3, and add the results.",1
train,This is a similar addition problem to give you more practice.,1
train,This similar example will reinforce your understanding of finding perimeter.,1
train,"4 cubed is 4 × 4 × 4, which equals 64, not 24.",1
train,"The square of 8 is 64, not 15.",1
train,Yes that is correct! Tony surveys all the students.,1
train,"You're close. We need 24 for our answer, but 24 is not the final answer",1
train,Great! Could you give this question a try?,1
train,"Hm, I'm not sure I understand. We want to determine whether the two lines shown are parallel, perpendicular, or neither",1
train,"Great try! Keep in mind that there are two values on the protractor, one for obtuse and one acute. Is this an obtuse or acute angle?",1
train,Great try! Remember that with multiplication you cannot just multiply the tens digit and the ones digit.,1
train,"Yes, that’s correct. Nicely done!",1
train,This similar problem helps you practice finding area with different dimensions.,1
train,Great try! When we are finding length we should subtract the smaller endpoint's value from the larger.,1
train,"Well done, 8 is the right answer.",1
train,"Hmm, not quite. This question is asking us to compare 25.9 and 25.10 and determine which one is bigger.",1
train,That's right!,1
train,"Hey, I think you have the right idea, but made a small mistake",1
train,"Remember 0 cm represents no distance so if you have a length of 4 cm and take away 0 from it, what's left?",1
train,"Let's look at a similar problem. If you have 2 boxes and each box has 3 toys in it, how many total toys do you have?",1
train,That is incorrect. Please use your calculator to double check your answer.  ,1
train,"Good job determining the place value. Now, let's line up the numbers vertically.",1
train,This similar problem will help reinforce your understanding of fractions.,1
train,That would be correct if we were trying to find 5 + 4,1
train,This is another multiplication problem that will reinforce what you learned.,1
train,"Close! The value is 2000, but what is the place value?",1
train,"Here, let's count it in 1 hour intervals. Let's start at 7:30pm and increase the hour by 1 until we get to or pass 11:00pm. Could you try that?",1
train,"The square root of 81 is actually 9, not 8.",1
train,"Ah, not quite. 5 x 10 is 50. 5 x 6 is something else. Could you give it another try?",1
train,"Round each number to the nearest ten, add them, then adjust slightly.",1
train,20 minus 8 equals 12. Imagine starting with 20 apples and taking away 8.,1
train,Nice job! 15 is the correct answer.,1
train,"Ah, you're very close!",1
train,How did you get 30 for the area?,1
train,That is so close! Can you double-check your work?,1
train,"Let's work this together. If there are 16 ounces in one pound, how many ounces are in two pounds? We add 16 + 16 to find the answer. What is your answer?",1
train,"2, 0, and 4 are all in the ""thousands"" section. Do you want to try again?",1
train,"Great! You are correct that we should round to the tenths place, but we would not round to 0.4.",1
train,Not quite. Let's find the length together. You have to add the length of the two segments. Which numbers would you add together? ,1
train,Great try! We want to estimate the total number of balloons in the two groups. How many balloons do you estimate in 1?,1
train,"Think of 13 as 10 + 3, multiply each part by 9, then add the results.",1
train,Great try. When we want to change a whole number into a fraction we do not want to change it's value.,1
train,"If w < 16, what number could w be? There are several answers, you only need to provide one example.",1
train,Great try! You want to count the number of squares along the edge.,1
train,You're close! Let's do 24 - 7 on the whiteboard and then you can think about your answer again.,1
train,Practicing with a similar addition problem will build confidence with larger numbers.,1
train,"A rectangle has four sides and four right angles, which makes it a special type of quadrilateral.",1
train,"Think of 12 as 10 + 2. Multiply 6 by 10, then 6 by 2, and add the results.",1
train,The full prime factorization of 12 is 2 × 2 × 3.,1
train,Let's recheck your answer. Count up the sides again.,1
train,"20 divided by 5 equals 4, not 3. Give it another go.",1
train,"3 squared is 3 times 3, which equals 9.",1
train,Try that again! The prefix for 5 sides is hexa.,1
train,"Find 10% of 250, then multiply that result by 4.",1
train,Let's work this problem together. The area formula is length times width. The length of the rectangle is 5 and the width is 3. What is the area?,1
train,Perfect! 1 is correct.,1
train,Look for the largest number that can divide both 10 and 30.,1
train,"Nicely done, 30 is right.",1
train,Just move the decimal one place to the left to find 10%.,1
train,This similar problem will build your confidence with fractions and proportional reasoning.,1
train,Can you show how you got that on the whiteboard?,1
train,"14 plus 8 is actually 22, not 23. Give it another try!",1
train,"Actually, 100 divided by 4 equals 25, not 40.",1
train,"Yes, 216 is correct. Well done!",1
train,This similar percentage problem will further develop your skills with percentages.,1
train,"Ah, no not quite. When the problem is set up the way you see it here, it wants the quotient",1
train,"The area is side × side, so 4 × 4 gives 16, not 8.",1
train,Nice job! 8 is exactly right.,1
train,"Hmm, not quite",1
train,"One trick is to halve the number, then multiply by 10. This makes the calculation faster.",1
train,Can you tell me what the first step was in the problem we just did?,1
train,That’s correct! You got it exactly right.,1
train,"If a number has an exponent, it means we multiply that number by itself. 10 is being multiplied by itself 5 times. How would you write 10 being multipled by itself 5 times?",1
train,"Exactly, they have similar angles. Now, let's discuss why that matters in geometry.",1
train,Great job! What is the width?,1
train,"8 plus 7 equals 15, not 14. Give it another try.",1
train,"Yes, 7 is exactly right.",1
train,Try adding 7 to 28 to get the next multiple.,1
train,"15 divided by 3 is 5, as 3 goes into 15 exactly 5 times.",1
train,Great try! Each of the numbers in the pattern is increasing by 4.,1
train,"Since a square has four equal sides, multiply 6 by 4 to get the perimeter.",1
train,"Great try! Let's talk about how to read the graph. If one bar has 12, one has 20, and one has 7 you can add those to get the total number of students who voted.",1
train,Symmetry means one half mirrors the other. Folding helps you see if both sides match.,1
train,"In arithmetic, the x means multiplication, but in algebra, the x represents a variable",1
train,Good try. Can you define a line of symmetry?,1
train,"Correct 9 is next, which is after that: 3 or 5?",1
train,"In the number 2.37, 3 is the value of the tenths place. ",1
train,Great job - you seem to be a little ahead of where we are! What is the definition of area?,1
train,"The square root of 49 is actually 7, not 8.",1
train,"Exactly, 56 is spot on!",1
train,"Not quite, that shape has 8 sides. Penta means 5, so what would a 5 sided polygon be called?",1
train,"Add the lengths of all four sides, or use 2 × (length + width).",1
train,"Actually, 6 times 4 is 24, not 20. Let’s try that again.",1
train,Practicing with a similar fraction will help solidify your understanding.,1
train,"30% of 200 is actually 60, not 75.",1
train,"Use the formula: (base × height) ÷ 2. Multiply the base and height, then divide by 2.",1
train,You're very close! Could you double check your answer?,1
train,"Actually, 8/16 simplifies to 1/2. Try it again with this correction.",1
train,This similar perimeter problem allows you to apply the same concepts to different values.,1
train,Divide 60 by 4 to find one-fourth. Breaking it into parts makes it easier.,1
train,"First, find 10% of 50, then find 1% and double it. Add those results to get 12%.",1
train,"Good thinking, 10 is correct.",1
train,Great try! Let's try to go one step at a time - what is a place value?,1
train,Excellent! 16 is the correct answer.,1
train,Is that your answer? How did you get that?,1
train,Think of 7 as 5 + 2 and then multiply each part by 8.,1
train,"Hm, not quite. Do you know what a pentagon is?",1
train,Yes you're right - you need to multiply! What should we multiply to find the area of a rectangle?,1
