ID,Split,Lesson_Topic,History,,Peda_Strategies,Label
292870246,train,6.8D.Areas by Decomposition,||| teacher: Here is the first question. ||| teacher: Read the question carefully. ||| teacher: What are decomposing shapes? ||| student: no have 4 angles ||| ,"Great try! You are correct that none have 4 angles, but what shapes are we breaking the larger shape into?",ask_question,1
6350412787,test,Not Available,teacher: Hi! ||| student: Hey! How's your day going so far?,Pretty good! I’ve just been catching up on some reading.,None,0
8690235215,train,Not Available,teacher: Hi! ||| student: Hi! How was your vacation?,It was incredible! I went to Japan for two weeks.,None,0
296410939,train,2.9A.Measuring Length,||| teacher: So we can use the ruler to measure the length of it. ||| teacher: What is the unit marked at the top of the ruler? ||| teacher: Do you know the answer? ||| student: length ||| ,Yes and what units are we measuring length in?,ask_question,1
7856696490,train,Not Available,"teacher: Hi! ||| student: Hello. Deja Vu. ||| teacher: what does that mean? ||| student: It's French for ""already seen."" I know it's used when you see something for the second time or you have the feeling that something has happened before and you're re-experiencing it. ||| teacher: Interesting. I get that feeling sometimes. It just feels that the event is replaying. Wonder why it happens? ||| student: I think it's your mind lapsing somehow. ||| teacher: How do you know so much about this French phrase? ||| student: I thought it was common. I hear it a lot in popular culture - movies music etc. Jay Z has a song called Deja Vu, so does Beyonce. So I looked it up one time. It's one of those phrases that was carried over exactly to english like ""etcetera"" ""vice versa"" ""savior faire"" and so on. I like cool word origin facts. ||| teacher: yeah... that's pretty insightful. Never thought of etcetera that way before. ||| student: My favourite word origins are gymnasium and jazz. ||| teacher: wdym by word origins here? ||| student: First usage and original meaning. Gymnasium meant place of nakedness and had very little to do with working out. Jazz comes from jism which means semen and was originally sporadic sex music now it's elitist, high art. ||| teacher: Very interesting. I learned a lot in this conversation today 🙂 ||| student: You got any cool facts?",My friend used to tell me this and found it funny - Mosquitos have 47 teeths,None,0
4521616782,train,Not Available,"teacher: Hi! ||| student: hello, who am I having the pleasure to chat with 🙂 ||| teacher: I am the superman! What about you? ||| student: haha. great chating with superman, what is your power?",Being invisible. You won't see me.,None,0
637780813,val,5.4H.Volume of Composite Rectangular Prisms (Review) - 2,||| teacher: Volume = Length * Width * height. ||| teacher: We are substituting the values in the formula. ||| teacher: What is the value of 5 * 2 * 4? ||| student: 6 ||| ,"Ah, not quite. Could you tell me how you got 6?",provide_strategy,1
290101923,train,4.6D.Classifying 2D Figures,"||| teacher: A quadrilateral is a shape with four sides. ||| teacher: Since both drawings are quadrilaterals, they both have four sides and four angles. ||| teacher: What is a rectangle? ||| student: done ||| ",A rectangle has two equal sides and two equal angles. That's the difference between rectangles and other quadrilaterals. ,explain_concept,1
169099868,train,Not Available,teacher: Hi! ||| student: yo! what brought you here,Just looking to chat. Yourself?,None,0
407150153,train,3.4G.Properties of Multiplication,||| student: ok ||| student: B| ||| teacher: Is this your final answer? ||| student: A ||| ,"Hmm, not quite. It looks like we may have forgotten to carry the 1 when we multiplied the 2 and 6",provide_hint,1
5366481116,train,Not Available,"teacher: Hi! ||| student: Hi! How's your day going? ||| teacher: I'm doing well. having many meetings today 🙂 ||| student: Haha, nice ||| teacher: what are you up to? ||| student: Lots of meetings as well 🙂 Do you have any fun plans for Thanksgiving? ||| teacher: we're gonna play board games and will be eating lots of food! what about you? ||| student: Cool! Planning to spend a couple days at Tahoe What kind of board games do you like? ||| teacher: we've been doing Games of Thrones lately. the game takes a very long time to finish though! ||| student: Cool! Do you watch Game of Thrones? ||| teacher: I do. I'm a super fan of it (not the last season though haha). did you watch? ||| student: haha, nope I don't watch it, but my roommate is super into it what other TV shows do you like?",I love Survivor 🙂,None,0
291637834,train,A2.7D.Factoring Polynomials,"||| student: oh, okay ||| teacher:  ||| teacher: What are the factors of -8? ||| student: b ||| ","No, not quite. What I mean to say is, what are some whole numbers that multiply to equal -8? For example, the factors of 10 would be 2 and 5 (because 2 x 5 = 10) and 1 and 10 (because 1 x 10 = 10)",provide_example,1
416882947,train,5.7A.Metric Conversions and Word Problems,||| teacher: Here is the first exit ticket. ||| teacher: Go ahead and give it a shot. ||| teacher: Is that your final answer? ||| student: yes ||| ,Great try! But it looks like you made an arithmetic mistake.,provide_hint,1
8564962508,test,Not Available,"teacher: Hi! ||| student: Hello ||| teacher: How's your day going? ||| student: Good so far. How's yours? ||| teacher: Ehhh so-so. My moped broke down on the way to work this morning and I am in the shop getting it fixed... ||| student: Oh! That's bad! How long will it take to get it fixed? ||| teacher: The mechanic is trying to figure that out now. Apparently I wasn't supposed to be using diesel lol. ||| student: Haha! Hope it doesn't take too long. Let me know if you are able to make it for lunch. ||| teacher: Okay sounds good. Would you be able to pick me up by the way, if they don't finish up here in time? Did you drive to work today? ||| student: Oh, I have a packed schedule today at work. I will find time in about an hour. Let me know if that works. ||| teacher: That should be fine I think. Did you catch the Warriors game last night btw? ||| student: no, i was busy catching up with a friend. I heard they played really well. Rooting for them this season 🙂 Ahh, they lost again 😞 Things aren't going to be too good until Steph gets better! Oh! I think they will find a way. The team still looks too strong to me.","Haha I appreciate your faith, but their record thus far is hard to refute!",None,0
537817595,train,Not Available,"teacher: Hi! ||| student: Hey, how're you doing? Busy with your work? ||| teacher: Yes, actually it was a very busy day! How's your day so far? ||| student: Well, usual workday. Reading others' code, debugging, experimenting… ||| teacher: Hope you are having fun doing that 🙂 Any plans for the weekend? ||| student: Not yet. I am actually thinking about traveling to Europe next spring. What about you?",Europe sounds fun! I will just stay home and watch the game. Where in europe do you plan to visit?,None,0
2898670106,train,4.2A.Place Value,||| teacher: Now it's time for you to prove you've mastered this lesson! ||| teacher: Please go ahead and answer this question. ||| teacher: Is that your final answer? ||| student: si ||| ,"Ah, not quite. Here, take a look at this place value chart: https://www.shutterstock.com/image-vector/place-value-chart-blank-template-260nw-2023023992.jpg",Provided a visual aid,1
8922929837,train,Not Available,teacher: Hi! Are you planning something fun for Thanksgiving? ||| student: Not yet. I always made my last minute schedule planning. Probably you can try to ask me again next week. ||| teacher: lol it is really like a robot answer ||| student: I am indeed a robot. You are absolutely right. Do you want me to read a poet like my mate <REDACTED_TERM> does?,ol can I pick the theme. Do you have a poet about Kale?,None,0
9354147148,train,Not Available,"teacher: Hi! ||| student: Hi there! ||| teacher: are you participating in the mentorship program this cycle? ||| student: You mean as a mentor or a mentee? ||| teacher: either of them... I find mentorship overall pretty useful ||| student: I have done it in the past but not this cycle. What about you? ||| teacher: I signed up this time to be a mentee. I have got a good mentor . ||| student: Wow, that is nice of you. For the mentor program, personally I prefer more 1:1 conversations than the group discussions. The group discussion i useful as well but the topics are too general.","yeah... I certainly prefer 1:1 as well, but sometimes it good to hear other peer perspective as well.",None,0
2951718482,train,Not Available,"teacher: Hi! ||| student: hello, who am I having the pleasure to chat with 🙂 ||| teacher: I am the superman! What about you? ||| student: haha. great chating with superman, what is your power? ||| teacher: Being invisible. You won't see me. ||| student: haha. what else can you do? can you read minds? ||| teacher: I would rather trust fMRI and machine learning to do this. I am not an expert on that. Sorry for it! ||| student: wow that seems pretty technical. what does fMRI mean? ||| teacher: The brain imaging thing that can tell you a brain's activity at a pretty high resolution. ||| student: okay! so you seem to like science a lot? ||| teacher: I believe in Science! Science is my god! ||| student: Are you also doing science? ||| teacher: no, I'm bad at Science. what can Science do? is it the most important thing for society? ||| student: People are always arguing. Probably both science and democracy are both important I guess.",Does it make sense?,None,0
7266431073,train,Not Available,teacher: Hi! ||| student: Hi 🙂 ||| teacher: I just came back from work. so tired ||| student: Oh I am sorry to hear! What did you work on? ||| teacher: I'm a lawyer. so talking to clients most of the day ||| student: Oh you are a lawyer. I've been so interested in this profession. ||| teacher: really? why? ||| student: it's so stressful 🙂 ||| teacher: It is so different from what I am doing to earn a life ||| student: what do you do? ||| teacher: I am a painter ||| student: oh wow what type of paintings do you do? ||| teacher: I do oil painting. ||| student: nice. like of people or nature or something else?,I do a lot of different kinds,None,0
616653340,train,4.1G.Prime and Composite Numbers (Review) - 1,||| student: okay ||| student: 34 ||| teacher: 39 is a prime number or composite number? ||| student: prime ||| ,Prime numbers are only divisible by itself and 1. Is 3 divisible by 39?,ask_question,1
295112571,test,2.8A.2- and 3-Dimensional Shapes,||| student: octagon ||| teacher: Is that your final answer? ||| teacher: Are you rechecking the answer? ||| student: no ||| ,"Hm, not quite. How many sides does the shape have?",ask_question,1
613666814,test,4.5C.Perimeter (Review) - 1,||| teacher: Is that your final answer? ||| student: 16 ||| teacher: Is that your final answer? ||| student: 16 ||| ,Great try! How do we calculate perimeter?,ask_question,1
4996905054,train,Not Available,"teacher: Hi! ||| student: hi there! it's a lovely day to chat with you ||| teacher: Isn't it just! What are you up to today? ||| student: ah I'm waiting to finish work earlier to meet my son at home 🙂 ||| teacher: Oh, excellent! What does your son like to do for fun? ||| student: ah he's like to ride his little bicycle around the house and asks me to follow 🙂 what are you up to today? ||| teacher: I'm taking a fake sick day from work so I can go to the movies. ||| student: haha that sounds like a good plan. who are you going with? 🙂 ||| teacher: Just by myself. I love seeing movies by myself, it's the best. ||| student: haha no one will interrupt you! ||| teacher: Exactly. Exactly! Plus, I don't have to share the popcorn with anyone. What's your favorite movie? ||| student: haha, popcorn for yourself. my favorite movie is Avatar! what about you?",Get out of town! It's Avatar too. What are the odds!?,None,0
616591233,train,4.6D.Classifying 2D Figures,||| student: ok ||| teacher: That was an impressive work on the whiteboard. ||| teacher: Explain to me why? ||| student: Done ||| ,Great! Look at the number of sides to classify the shape.,provide_strategy,1
417603621,train,3.4A.Subtracting Whole Numbers,"||| student: am i subtracting ||| teacher: Yes, that's the way. ||| teacher: Is that your final answer? ||| student: yes ||| ","Oh you're close. Remember that when we borrow from the number on the left, we need to decrease it by 1.",provide_hint,1
4066355373,test,Not Available,"teacher: Hi! ||| student: Hey there! What's up??? ||| teacher: Nothing much, how you doin? ||| student: I'm in New York this week for Thanksgiving. I'm squatting in the office today and I caught up with an old friend of mine :D ||| teacher: Oh wow! Sounds like fun! When was the last time you had seen this friend? ||| student: The last time in New York, back in June. ||| teacher: Ohh okay. I was going to say if it had been a long time maybe it'd be awkward... ||| student: Haha, I guess if it's been a very long time there's almost too many life events to catch up on.. especially recently",Oh really? Has a lot changed in your life recently?,None,0
298231360,train,4.6B.Symmetry,||| student: its in the middle of it ||| teacher: Okay. ||| teacher: How many lines of symmetry does it have? ||| student: 3 ||| ,"Hmm, not quite. Could you let me know where the 3 lines of symmetry are?",explain_concept,1
5649045786,test,Not Available,"teacher: Hi! ||| student: Hey, how are you? ||| teacher: Pretty good. I just drank this new hint water. so good ||| student: ohh, what kind of ""hint"" did it have? ||| teacher: watermelon ||| student: nice, I love watermelon. But, I prefer normal water over flavored one. Flavored water has too synthetic flavor ||| teacher: I see. Yeah some are pretty strange ||| student: Talking about strange flavors, what is the weirdest tasting thing you have tried? ||| teacher: lol I tried this tangerine walnut icecream that was super weird ||| student: haha, I work close to a cafe which once prepared a paprika icecream ||| teacher: that sounds pretty tasty actually ||| student: It depends on who makes it. The cafe close to me messed it up really bad",do you want to get some of that icecream together some time. show me a good place,None,0
6350412787,train,Not Available,teacher: Hi! ||| student: Hey! How's your day going so far?,Pretty good! I’ve just been catching up on some reading.,None,0
296289043,train,3.4A.Subtracting Whole Numbers,||| teacher: +1 point for the great try. ||| teacher: Whatis 60-4? ||| teacher: Sorry for the typo* what is 60-4? ||| student: 54 ||| ,"Ah, you're close! 60 - 6 is 54",provide_example,1
425163239,train,4.2A.Place Value (Review) - 1,||| student: i doe t no ||| teacher: In this question we want to find what are all the ways to write  the value of 9 in the number of 9000. ||| teacher: Is there any reason for you to telling that again and again? ||| student: 10  00000 ||| ,How did you get that?,ask_question,1
293973966,test,4.6B.Symmetry,"||| teacher: We will continue this lesson in the next session. ||| student: bye ||| teacher: Before we end the session, is there anything else I can help you with? ||| student: no ||| ",Great - have a good night!,End session,1
429448289,test,5.7A.Standard Conversions,"||| teacher: When you add 1440 + 1440 + 1440, the answer is 4320. ||| teacher: You earned 1 point. ||| teacher: Do you understand the problem? ||| student: can i go ||| ","Yes, of course",Said goodbye to the student,1
620715125,train,4.6D.Classifying 2D Figures,||| teacher: Great answer. ||| teacher: +1 point for your answer. ||| teacher: Are there other quadrilaterals that I could have drawn in this example? ||| student: no? ||| ,"Hm, well this question is asking us to draw a quadrilateral with 4 equal side lengths",Provided a visual aid,1
2045276723,test,Not Available,teacher: Hi! ||| student: hi ||| teacher: How are you feeling today? ||| student: pretty good. How about you?,"I'm looking through some old photos of my home town, so I'm feeling nostalgic.",None,0
3461475383,train,Not Available,"teacher: Hi! ||| student: Hey! How's your day been? ||| teacher: It's good! I spent most of it watching horse racing. How about yourself? ||| student: nice! what's your favorite part about watching horse racing? My day has been pretty busy, but I had a nice lunch with a friend. It was good to catchup with him ||| teacher: I actually like to put down some money, but I wouldn't call it my favorite part, since I usually lose it... haha. Catching up with friends is great! How long had it been? ||| student: The last I saw him was a month ago! So yup it was great Haha, nice 🙂 Got any fun plans for the weekend?",I'm thinking of going deep sea fishing. Ever tried that before?,None,0
413466564,train,5.3A.Multi-Digit Division with Two-Digit Divisors (Review) - 1,"||| teacher: Do you understand that step? ||| teacher: Next, we have to multiply 6 and 26. ||| teacher: What is the product of 26 and 6? ||| student: 4 ||| ","If we're multiplying 26 by 6, the result is going to have to be much bigger than 4. ",explain_concept,1
6781067231,test,Not Available,teacher: Hi! ||| student: Hey! How’s everything going?,Pretty good! Just got back from a short trip. How about you?,None,0
298950851,train,1.3B.Addition & Subtraction Properties (Review) - 1,||| teacher: Great! ||| teacher: This is our next question. ||| teacher: Would you like to give it a shot? ||| student: 6 ||| ,"Ah, close. So the question is 10 - 5. The - in the question means subtraction, and subtraction just means taking away",explain_concept,1
292861198,train,7.4B.Identify Unit Rate,||| teacher: Good try. ||| student: 300? ||| teacher: Is that your answer? ||| student: ye ||| ,"Great try! If the train is moving 300 miles over 2 hours, how far each hour?",simplify_question,1
4600373412,train,Not Available,teacher: Hi! ||| student: Hey! What’s on your mind today?,Just thinking about my next vacation.,None,0
3765818290,train,Not Available,"teacher: Hi! ||| student: hello ||| teacher: how is the youtube video creation going? ||| student: going pretty good, I was about to finish composing my second song and post it on youtube/soundcloud etc",Whoa! Looking forward to listening to it. What softewares you use for it?,None,0
6336284365,train,Not Available,"teacher: Hi! ||| student: How's your day going? ||| teacher: Pretty busy, lots of work to finish up. You? ||| student: Likewise. What have you been up to that gives you so much work? ||| teacher: A couple projects that I am trying to finish up before Thanksgiving 🙂 Do you have any fun plans for the break? ||| student: What is a break? I'm a grad student. I don't understand the concept of a break. Just kidding. I don't have any plan. Probably just going to work through the break. ||| teacher: Haha XD so what do you like to do for fun? ||| student: I go to the gym and run until I find enough fun. ||| teacher: cool! I've started to run a bit as well not long distances though, just a couple miles ||| student: A couple of miles is very impressive. When I started, I couldn't even last 1 mile. ||| teacher: haha ||| student: I'm exhausted by the end of it though 😛 Do you like to run long distances or mostly sprints? ||| teacher: I like to do long distances. I have run a few marathons. ||| student: wow! that's amazing did you do any marathons this year?","No. Not this year. This is my half-marathon year. Instead of running marathons, I run one half-marathon every month.",None,0
616397092,train,4.1G.Prime and Composite Numbers,"||| teacher: Plus 3 for this. ||| teacher: You have completed and mastered the lesson ""Prime and Composite Numbers"" and earned 22 points. ||| teacher: Before we end the session, is there anything else I can help you with? ||| student: no ||| ","Ok, see you next time!",Said goodbye to the student,1
291623715,train,3.6E.Shapes and Area,||| teacher: Explain how you got your answer. ||| student: wat  i did is that  ther is a 4 on the botem that meens ther shood be a 4 on the top ||| teacher: Are you there? ||| student: yes ||| ,ok great start. We only can do that when we know the two sides are equal.,provide_hint,1
293975851,train,4.6B.Symmetry,"||| teacher: When looking at symmetry, we have to look at the overall shape, but also the design within the shape. ||| teacher: We can see that this shape is a line of symmetry alongeach diagonal line. ||| teacher: Where is the line of symmetry in drawing #2? ||| student: like a kite. ||| ","Yes the shape is a kite, where would you draw the line of symmetry to divide the shape?",ask_question,1
428941522,train,3.4A.Adding Whole Numbers,||| student: now i can ||| teacher: Good! ||| teacher: what is addition? ||| student: - ||| ,"Oh, the - sign is actually subtraction. Addition is +",explain_concept,1
405558510,train,4.4A.Subtracting Multi-Digit Numbers,||| teacher: Here is the first question. ||| teacher: Read the question carefully. ||| teacher: What is the minuend of this problem? ||| student: one is in the thousad place the other one is in the ten thousand place ||| ,Great try! Can you define minuend?,ask_question,1
7187073744,test,Not Available,"teacher: Hi! ||| student: Hi, how are you doing! ||| teacher: I'm doing well. what are you up to? ||| student: Yeah, typical work stuff. Check emails and 99% of the inbox. delete 99% ||| teacher: wow, that's impressive. I already gave up on cleaning emails long ago ||| student: lol doesn't it bother you at all ||| teacher: yea, a little bit, but it's okay 🙂 what do you enjoy doing outside work? ||| student: Well, movie? I watched Terminator last night. It was a nice movie ||| teacher: ah cool. so you like action movies? ||| student: Not really. But it was fun to watch with friends 🙂 It was touching at the end of the movie",what happened there? I watched bits of Terminators movies but never a full one,None,0
6348701103,train,4.2A.Comparing Decimals (Review) - 1,||| teacher: And mark the correct answer. ||| student: is it C ||| teacher: Is that your final answer? ||| student: plis god ||| ,"I would like for you to place these decimals in order from least to greatest. 1.2, 1.290, 1.26, 1.21.",provide_similar_problem,1
292821132,train,2.8A.2- and 3-Dimensional Shapes,"||| student: no i was just clicing stuf ||| teacher: Okay, not to worry. ||| teacher: Which shape is this? ||| student: a spear ||| ",Do you mean sphere?,ask_question,1
1462737905,train,Not Available,"teacher: Hi! ||| student: Hey there! What’s been the highlight of your week? ||| teacher: I finally got to see my favorite band live! It was an incredible concert. ||| student: Wow, that sounds amazing! Which band? ||| teacher: It was Coldplay. Their energy on stage is just unbeatable. ||| student: I bet! They put on such a great show. What was your favorite song they performed? ||| teacher: Definitely “Fix You.” It’s such an emotional song, and they really nailed it live. ||| student: That’s a classic! Did you go with friends?","Yeah, a couple of my close friends. We had a blast! The atmosphere was electric.",None,0
314451784,train,Not Available,"teacher: Hi! ||| student: Hi! ||| teacher: nice meeting you. what are you up to? ||| student: not much, thinking about lunch ||| teacher: yea, same here. any food you're craving for? ||| student: I love sushi do you know of any good sushi places?",arghhh hard question ... I only know Ramen places for Japanese food 🙂,None,0
424869151,train,3.4A.Two-Step Word Problems,"||| teacher: Thanks for your response. ||| teacher: So, we need to multiply 12 times 2 to figure out how many cans the class collected on Tuesday. ||| teacher: What are 12 times 2? ||| student: 14 ||| ","No, that's 12+2. 12 times 2 just means 12 x 2, or 12 + 12",explain_concept,1
7543632458,train,Not Available,"teacher: Hi! ||| student: hello ||| teacher: how is the youtube video creation going? ||| student: going pretty good, I was about to finish composing my second song and post it on youtube/soundcloud etc ||| teacher: Whoa! Looking forward to listening to it. What softewares you use for it? ||| student: I used logic pro x, pretty handy stuff as you can write code to generate guitar strumming pattern",oh cool! What sort of music do you compose?,None,0
294523565,train,4.2D.Understanding Multiplication,||| teacher: What is your final answer? ||| teacher: Just mark your answer. ||| teacher: Would you want me to end the session? ||| student: umm yes ||| ,"Ok no worries, let's meet again next time",Said goodbye to the student,1
411065319,train,3.6D.Decomposing Figures,||| teacher: Sounds great. ||| teacher: Use the area formula to find the area of the current patio. ||| teacher: What is the area of the pink rectangle? ||| student: 4 m ||| ,"Hm, not quite",explain_concept,1
9154568581,train,Not Available,"teacher: Hi! ||| student: What's your name? ||| teacher: My name is pikachu. it’s nice to meet you! What are you up to this month? ||| student: Nice to meet you pikachu! pikachu, pikachu, pikachu? (That meant, I'm literally catching Pokemons on my phone right now!) What're you up to lately? ||| teacher: I’m trying to organize my life and start the new year ready to go! What about you? ||| student: Wow, that's impressive. Admit I'm just trying to take each day and week as they come. ||| teacher: What do you do to unwind? ||| student: Honestly, I like to catch Pokemons on my phone a lot. That must be upsetting since your name is pikachu though...sorry... ||| teacher: Oddly enough, I also catch Pokémon on my phone. I used to do it more, but it just never ends. I used to do it everyday. Now I mostly catch them when I travel somewhere exotic. ||| student: Oooh, that is more fun, but I don't travel that much these days so I'm grateful when I spot a Pokemon to catch where ever I happen to be. Do you have a favorite Pokemon? Mine is the cute pink JIgglypuff! ||| teacher: In the game, i use vaporeon a lot. But I think pikachu is the cutest, that’s why I changed my name to match. Lately, I think baby Yoda is the cutest though. Have you seen baby yoda? ||| student: I have heard of him and seen him here and there, but admit I don't have Disney+, so I only heard baby yoda is super cute and popular. Maybe I'll binge watch The Mandalorian in a couple of years like I did Game of Thrones... ||| teacher: What is your favorite show to watch right now? ||| student: Admit I really like watching Modern Family and Mix-ish. Reruns and new episodes. I find them cleverly written. What're you watching these days on TV?",I was watching cat rescue videos on YouTube a lot. There sure are a lot of stray cat babies that get stuck in pipes and gutters in South Korea.,None,0
410470380,train,5.3A.Multi-Digit Division with Two-Digit Divisors,||| teacher: Have a look at the whiteboard. ||| student: alright ||| teacher: How many times does 15 go into 45? ||| student: 1 ||| ,Great try! When 15 goes into 45 you want to see how many groups of 15 you can make from 45,provide_strategy,1
7906900318,train,Not Available,"teacher: Hi! ||| student: hello there, how is it going? ||| teacher: Pretty great. I just won a pingpong game. What about you? ||| student: that's nice. I am just working on some documentation. Do you play pingpong often? ||| teacher: No, very rarely. It's kind of amazing that I won, but I'm still taking credit for it. ||| student: thats very impressive then, congrats!","Haha thank you, I guess I'm just a natural. What's your favourite game?",None,0
423654459,train,3.5B.Word Problems with Division,||| teacher: Go ahead and give it a shot. ||| student: 7 ||| teacher: Good. How much mail does a photographer need? ||| student: 7 ||| ,"Great try! You actually found the number of envelopes, not how many photographs",provide_hint,1
4684759134,train,Not Available,"teacher: Hi! ||| student: Hey, how're you doing? Busy with your work?","Yes, actually it was a very busy day! How's your day so far?",None,0
7859176583,test,Not Available,"teacher: Hi! ||| student: Hello, how are you?","I'm great, thanks. I just ate a delicious breakfast, which always sets the day up right.",None,0
289868372,train,4.2A.Place Value,"||| teacher: Try to figure it out, and I can help you along the way. ||| student: ok ||| teacher: Where is the tens place? ||| student: she would have 1,200 ||| ","Great try! She would have 1,200, but where is the tens place?",ask_question,1
620781416,train,4.6D.Classifying 2D Figures,"||| teacher: Look, at the whiteboard, this is our first question to be solved. ||| teacher: In this question, they had given two quadrilaterals and we are asked to find the two ways the quadrilaterals are the same and different. ||| teacher: Kindly, say how many sides does the Image 1 and 2 has? ||| student: 1 has four sides and 2 has none ||| ",Great try! Can you define a quadrilateral?,simplify_question,1
537817595,val,Not Available,"teacher: Hi! ||| student: Hey, how're you doing? Busy with your work? ||| teacher: Yes, actually it was a very busy day! How's your day so far? ||| student: Well, usual workday. Reading others' code, debugging, experimenting… ||| teacher: Hope you are having fun doing that 🙂 Any plans for the weekend? ||| student: Not yet. I am actually thinking about traveling to Europe next spring. What about you?",Europe sounds fun! I will just stay home and watch the game. Where in europe do you plan to visit?,None,0
429629538,train,4.4A.Addition and Subtraction Word Problems,||| teacher: We need to subtract total windows from the windows washed by lucy and Kevin. ||| teacher: We need to subtract 24 from 15. ||| teacher: What is the value of 24-15? ||| student: 11 ||| ,Let's work through this together. We first subtract the ones place. Can you take 5 from 4?,ask_question,1
292850592,train,4.4G.Estimation,||| student: 200 ||| teacher: Okay [STUDENT]. ||| teacher: Is it 200? ||| student: yes ||| ,Close. We don't need to subtract 1 from the hundreds place.,provide_correction,1
4144916113,train,5.2C.Rounding Decimal Numbers,||| teacher: Give it your best shot! ||| student: did i get it right ||| teacher: What is your answer? ||| student: tenth in the first5 box and the next one is 0.4 ||| ,"Hm, not quite. We know that the tenths place value is the first one right of the decimal. What's the first number to the right of the decimal?",ask_question,1
4855738482,train,Not Available,"teacher: Hi! ||| student: Hey sup ||| teacher: not much. any plans this weekend? ||| student: I'm going to try that thing where you hang from a wire as you go down. do you know what is it called? ||| teacher: ziplining? ||| student: that's the one! have you ever tried it? ||| teacher: i have a couple years ago. it's quite a unique experience ||| student: where did you do it? ||| teacher: i forgot where it was, it wasn't local i don't think though ||| student: no worries. what's the most exciting thing you ever done? ||| teacher: that's a hard question and i'm tired so i'm going to go. see you ||| student: sure. are you just going home now? ||| teacher: no, i'm going to get a massage first ||| student: nice. what type?",traditional kind,None,0
294895872,train,3.6B.Quadrilaterals,"||| teacher: This is your first Exit Ticket question. ||| teacher: Try to solve this question on the whiteboard. ||| teacher: Is that your final answer, [STUDENT]? ||| student: yes ||| ","That's correct, well done!",affirm_correct_answer,1
296251747,test,4.2D.Rounding,"||| student: i need some help ||| teacher: Sure. i'm here to help you. ||| teacher: What is the place value of ten in 262,956? ||| student: six ||| ","Hm, not quite. Could you go to https://ecdn.teacherspayteachers.com/thumbitem/Place-Value-chart-millions-to-ones-no-decimals-1326672-1656585268/original-1326672-1.jpg and let me know what number it says is in the tens place?",provide_hint,1
616506089,train,4.6D.Classifying 2D Figures,"||| teacher: When we look at the number of sides, we will see that our shape has 6 sides. ||| teacher: That's the way! ||| teacher: What is the number of sides in group 2? ||| student: 2 ||| ",Let's recheck your answer. Count up the sides again.,provide_strategy,1
3605015561,train,Not Available,"teacher: Hi! ||| student: Hello ||| teacher: Do you have a favourite flower? ||| student: hmm, I haven't thought about that much, but i think lotus should be one of my favorites. Why do you ask? ||| teacher: I'm working on a theory. Why does the lotus spring to mind? ||| student: Nice! Lotus looks pretty cool and It has some delightful vibe. So what is this research about? ||| teacher: Oh, it's not research! Just a personal theory. I think that flower preferences are more revealing of personality than people appreciate. ||| student: Interesting! Whats your favorite flower? ||| teacher: The gerbera. It's like a cartoon flower. As if you drew ""flower"" with a crayon and then it came to life. ||| student: Nice, i would love know more about your theory. Like how you can deduce personality from flower preference. ||| teacher: Ok, step 1 is, you ask someone what their favourite flower is. Pretty much like what we just did. Does that make sense so far? ||| student: yes","Cool. Step 2: talk with the person some more, and ask them some more questions, and gradually develop a sense of what they're like, over the course of maybe two to five years. And voila",None,0
7367579484,train,Not Available,"teacher: Hi! ||| student: Hey! How’s your week been so far? ||| teacher: Pretty good! I’ve been busy with work, but I managed to squeeze in some time for myself. You? ||| student: Same here! I finally started a new series on Netflix. Have you seen “The Crown”?",Yes! I watched the first couple of seasons. It’s so fascinating. The acting is top-notch.,None,0
8164642436,train,Not Available,teacher: Hi! ||| student: Hello!,Have you had lunch yet?,None,0
7856696490,test,Not Available,"teacher: Hi! ||| student: Hello. Deja Vu. ||| teacher: what does that mean? ||| student: It's French for ""already seen."" I know it's used when you see something for the second time or you have the feeling that something has happened before and you're re-experiencing it. ||| teacher: Interesting. I get that feeling sometimes. It just feels that the event is replaying. Wonder why it happens? ||| student: I think it's your mind lapsing somehow. ||| teacher: How do you know so much about this French phrase? ||| student: I thought it was common. I hear it a lot in popular culture - movies music etc. Jay Z has a song called Deja Vu, so does Beyonce. So I looked it up one time. It's one of those phrases that was carried over exactly to english like ""etcetera"" ""vice versa"" ""savior faire"" and so on. I like cool word origin facts. ||| teacher: yeah... that's pretty insightful. Never thought of etcetera that way before. ||| student: My favourite word origins are gymnasium and jazz. ||| teacher: wdym by word origins here? ||| student: First usage and original meaning. Gymnasium meant place of nakedness and had very little to do with working out. Jazz comes from jism which means semen and was originally sporadic sex music now it's elitist, high art. ||| teacher: Very interesting. I learned a lot in this conversation today 🙂 ||| student: You got any cool facts?",My friend used to tell me this and found it funny - Mosquitos have 47 teeths,None,0
2950057118,train,5.2A.Decimal Numbers,||| teacher: Excellent work! Plus 1 point. ||| teacher: Here comes the question. ||| teacher: Is that your final answer? ||| student: 0.8 ||| ,Correct! How would we write 0.8 in standard form?,ask_question,1
298942138,train,3.4B.Rounding Whole Numbers (Review) - 1,"||| student: ? ||| teacher: Next, show how it falls in the 5 or more; therefore, you round up. ||| teacher: What hundreds values does 179 fall between? ||| student: 5 ||| ","Ah, I think you misunderstood. What I meant to say is, what two multiples of 100 is 179 between? For example, 479 is between 400 and 500",provide_example,1
6145469659,test,Not Available,teacher: Hi! ||| student: Hey there! What's up???,"Nothing much, how you doin?",None,0
